Region,centrality,partition,pc,wmdz
Magnocellular nucleus,35.61564544571,6.0,0.6650231554075194,1.073321454104609
Medial amygdalar nucleus,42.03106261463999,3.0,0.8155630288236694,0.1727358184772902
Medial geniculate complex,32.8740766854,1.0,0.7112859004753831,-0.1418041827950555
Medial habenula,37.60879083243003,6.0,0.7415423151952383,0.132096464242727
Medial preoptic area,37.541583272459995,7.0,0.6656607839241331,0.790713302959013
Medial preoptic nucleus,31.173683333699998,6.0,0.5863282629192406,1.237828479267581
Medial pretectal area,34.63122658894,6.0,0.6750933705320362,0.7084932532241287
Medial septal nucleus,41.48941117685003,5.0,0.7020668496490319,0.4088607751071529
Median preoptic nucleus,30.57577622870001,6.0,0.6001194606099981,0.9066496217007569
Mediodorsal nucleus of thalamus,35.8047400069,1.0,0.6650305655005746,0.724787128505537
Midbrain reticular nucleus,38.80536048617,3.0,0.7509554222600563,0.5625107656281887
Nucleus accumbens,28.897051557599998,2.0,0.7823486489692011,0.2525287095353438
Olfactory tubercle,34.87059522156899,4.0,0.7952675291153192,0.9915353551016828
Olivary pretectal nucleus,31.089950561379997,3.0,0.7186445843691294,-2.140266364286726
Orbital area lateral part,35.69722535425999,4.0,0.7864803876701663,0.7423583952841005
Orbital area medial part,31.121511207999998,6.0,0.7031544210543393,-0.2086802537286218
Orbital area ventrolateral part,32.9093326885,1.0,0.7676142758476583,-0.9803509363877511
Parasubiculum,29.658528256599986,7.0,0.6681334883825683,-0.1043754308553681
Parasubthalamic nucleus,15.302462928099997,6.0,0.6110845958246682,-1.908881200647042
Parataenial nucleus,35.20422402655,1.0,0.7183920404680875,0.3676463374700241
Paraventricular hypothalamic nucleus,33.307909191789996,6.0,0.708179815234492,0.1251053373395647
Paraventricular nucleus of the thalamus,23.771683132000003,2.0,0.693157320101667,1.009539875303906
Pedunculopontine nucleus,24.08086333713,7.0,0.614048112542326,-0.06983758024868893
Periaqueductal gray,39.45876099941002,3.0,0.7790716321518277,0.8006870210814111
Perirhinal area,32.3262228685,7.0,0.6786184357409639,0.2544113821124966
Periventricular hypothalamic nucleus posterior part,34.60288578830001,2.0,0.7348584912123715,-0.4820044315059089
Periventricular zone,37.919591347830014,6.0,0.7495235148543655,-0.3103801746927621
Piriform area,35.02467491454141,4.0,0.7942928626864909,0.04994434878863662
Piriform-amygdalar area,19.045533617060002,6.0,0.6916376345363522,-2.101040216962879
Pons,28.760710761,6.0,0.6227638633925042,0.3839359937345795
Pons motor related,14.796025640159998,1.0,0.498042166594816,-1.317073162639194
Posterior amygdalar nucleus,35.23947075538002,3.0,0.7759821411491548,-0.3874422820783372
Posterior complex of the thalamus,40.541860921190015,1.0,0.7286213654220512,0.8224630010222386
Posterior hypothalamic nucleus,38.348661633,3.0,0.7666315597153099,-1.348167129841512
Postsubiculum,17.5959964859,1.0,0.5487769606396862,-1.224896083971013
Precommissural nucleus,30.42409707049046,6.0,0.5650201151001073,1.306100358018723
Prelimbic area,28.147711664800003,2.0,0.774504224868718,0.6828501316006225
Presubiculum,25.53701386876,1.0,0.5465836730645218,0.6099912643945357
Primary auditory area,34.00117831221999,7.0,0.5813516139078344,0.4197268293093036
Primary motor area,32.82056072340001,7.0,0.5721396923087039,0.745161919756466
Primary somatosensory area lower limb,30.98038230036001,1.0,0.6345924168945924,0.7295812983494177
Primary somatosensory area mouth,36.870881614000005,7.0,0.6502634642545726,0.06567998512792994
Primary somatosensory area trunk,33.678955264149,1.0,0.7262773877809066,-1.506331448789533
Primary somatosensory area upper limb,30.96651266715001,1.0,0.6044003716174087,0.788905106534398
Primary visual area,39.37549299599999,7.0,0.7087205902977877,-0.001239832760297883
Reticular nucleus of the thalamus,41.47431424166001,5.0,0.698844680943302,0.7342037021222118
Retrochiasmatic area,17.7521896692,6.0,0.4994630994110849,-1.10698998190249
Retrosplenial area dorsal part,18.479655917800002,1.0,0.5372511695825662,-0.8829223384509599
Retrosplenial area ventral part,23.861856483990003,6.0,0.5987641827907628,-1.237823630858534
Secondary motor area,25.684115822000003,7.0,0.651587731784554,0.03300496126055022
Subiculum,23.24050879156999,1.0,0.6855150828554576,-0.7889634745367492
Subparaventricular zone,40.24373230664501,3.0,0.7980754431608936,0.8240157558664127
Substantia innominata,37.25024945268999,6.0,0.7305384756977731,0.2971644597447143
Substantia nigra compact part,37.67315146184,1.0,0.6414790742689864,1.745984705080324
Substantia nigra reticular part,25.14623397679,1.0,0.6679274481033874,-0.3345590159305966
Subthalamic nucleus,24.2397769111,6.0,0.5845348497821163,-0.1768381561729779
Superior colliculus motor related,37.57504867280001,1.0,0.6312316136837799,1.76802122615755
Superior colliculus sensory related,33.270113449229996,1.0,0.6583149188596784,0.6938748642263265
Supplemental somatosensory area,14.844781413049999,7.0,0.511327460603686,-1.849410000693186
Suprachiasmatic nucleus,15.771128503819998,6.0,0.5530179844116792,-2.220084451024872
Taenia tecta,32.177434252199994,2.0,0.826380211373121,-0.5792613183059381
Temporal association areas,31.592330917239998,7.0,0.5845169419931804,1.0657479960393
Tuberal nucleus,19.221347685521405,6.0,0.4692761112132752,-0.5462070283573974
Ventral anterior-lateral complex of the thalamus,32.991090546879995,4.0,0.7995876268905819,1.18238106474894
Ventral auditory area,22.21419328199,7.0,0.5610786128784613,-1.084700486899147
Ventral medial nucleus of the thalamus,30.352375614699987,6.0,0.6062386082069002,0.7083185528162556
Ventral tegmental area,21.702272298409994,1.0,0.5906825548077494,-0.6957531696584598
Ventrolateral preoptic nucleus,29.889307004050004,6.0,0.6539802013677427,0.2745134618927861
Ventromedial hypothalamic nucleus,37.65599638069998,6.0,0.7489894260820449,-0.2068999390553016
Visceral area,14.386243609600005,7.0,0.5463247493627519,-2.243021900137403
Zona incerta,25.373345857600004,6.0,0.5481204565668234,0.3522262699484675
posteromedial visual area,31.702072276900005,7.0,0.6782661778791916,0.8858901015145705
