Region,centrality,partition,pc,wmdz
Presubiculum,41.23197091566998,3.0,0.5432329648586638,0.4794251894405611
Primary auditory area,20.516536650500008,3.0,0.430726924168793,-1.297352952498529
Primary motor area,25.974938700099997,2.0,0.09945077472859132,0.7453580594992616
Primary somatosensory area lower limb,25.315551159900004,2.0,0.06121360693720101,0.7260697857075127
Primary somatosensory area mouth,34.94214573176998,2.0,0.5580156717776101,0.05284424061462419
Primary somatosensory area trunk,26.79964457879999,2.0,0.02187240696966763,1.065120961384848
Primary somatosensory area upper limb,27.8955962888,2.0,0.05208831827457117,1.17629222861903
Primary visual area,16.318982191009997,2.0,0.0,-0.6724803339682016
Reticular nucleus of the thalamus,34.67857562033999,2.0,0.2673330681502917,1.574071128807316
Retrochiasmatic area,56.33307955541999,1.0,0.6616756060836531,-0.7234024611070469
Retrosplenial area dorsal part,24.77624583598,2.0,0.01855175842179069,0.7307772216921911
Retrosplenial area ventral part,51.67494090651001,1.0,0.5628479370913624,-0.06934806005886829
Secondary motor area,23.912784780099997,2.0,0.165116370578009,0.2583259205686433
Subiculum,53.5624419332,3.0,0.6729250089049661,0.2998941328782742
Subparaventricular zone,39.7888599413,1.0,0.4283069477565388,0.7569949363731031
Substantia innominata,49.5269088357,3.0,0.6663889678042795,0.3059108905561797
Substantia nigra compact part,41.29389129830002,3.0,0.580196201529493,0.7872724643750794
Substantia nigra reticular part,42.07632401214001,3.0,0.5825316287068245,0.9912396279050697
Subthalamic nucleus,52.22195904143003,2.0,0.6828657103287524,-0.2151800454138539
Superior colliculus motor related,33.70303261197802,3.0,0.4881346368708899,0.4870208400051884
Superior colliculus sensory related,40.343597117099996,3.0,0.5163674162154139,0.17633156828419
Supplemental somatosensory area,35.6125898516,2.0,0.4910392318037881,0.677397430730185
Suprachiasmatic nucleus,46.05891794376299,1.0,0.5604570631101502,0.2005980446911199
Taenia tecta,19.563311522199996,2.0,0.2861519143758287,-0.68169579184768
Temporal association areas,41.01939912329,2.0,0.5625329892073344,0.7630347059034777
Tuberal nucleus,56.128805121399985,3.0,0.6551165949797659,0.1011660475791216
Ventral anterior-lateral complex of the thalamus,36.10310022369,2.0,0.5028283630949126,0.6653891868802184
Ventral auditory area,25.1716194595,2.0,0.4619786654471999,-0.6359129783792166
Ventral medial nucleus of the thalamus,49.97638517455998,4.0,0.6760088824098354,0.0
Ventral tegmental area,48.787015123,1.0,0.5521549171669262,-0.5165252543560367
Ventrolateral preoptic nucleus,54.30854035500005,1.0,0.6505258191080712,-0.4321681309422476
Ventromedial hypothalamic nucleus,53.44397076441,3.0,0.6552643722301843,0.5687680424887787
Visceral area,40.26262548700999,2.0,0.589187817313009,0.3168851485332508
Zona incerta,50.10107244089998,2.0,0.6675053875588539,0.2770708394212707
posteromedial visual area,21.7041091706,2.0,0.02354538074388424,0.2021222302776519
