Region,centrality,partition,pc,wmdz
Dorsal peduncular area,13.578160027560003,2.0,0.1964983949369612,-1.493259871173439
Dorsomedial nucleus of the hypothalamus,48.71199719299998,1.0,0.509505055057592,1.607240360433345
Ectorhinal area,42.32139756539999,3.0,0.6585241548669205,-1.127877910735676
Endopiriform nucleus,14.838988539919999,2.0,0.5070298048432222,-1.971722959784765
Entorhinal area lateral part,32.136739712460006,2.0,0.4813674550104524,-0.1449280478592823
Entorhinal area medial part,29.902916192299983,2.0,0.2885699670255689,0.6491037164264093
Field CA1,23.8838339605,2.0,0.2504354031110053,-0.08729496314133127
Field CA2,16.32925827866,2.0,0.4020852085231826,-1.549522506196069
Field CA3,22.886062610899987,2.0,0.444279765992696,-0.9569982430299715
Frontal pole cerebral cortex,22.321247288419993,2.0,0.4967117873890307,-1.500560440652313
Fundus of striatum,52.8691271276,2.0,0.6638439866196699,-0.456295408945755
Globus pallidus external segment,25.46109064691001,2.0,0.2373214066739426,0.1823239881984803
Gustatory areas,53.016517450100004,1.0,0.5681883298385872,1.52520933690668
Inferior colliculus,15.029723451750003,3.0,0.4998884709325925,-2.613771893620466
Infralimbic area,17.96866547608001,2.0,0.5218389032757851,-1.842915313618893
Intercalated amygdalar nucleus,39.911896865360006,2.0,0.5064037743565604,0.810364908091466
Interpeduncular nucleus,34.89619586205001,1.0,0.3954796748083778,-0.2582465538835059
Lateral amygdalar nucleus,16.119687909949995,2.0,0.3322639557270658,-1.364174539746662
Lateral dorsal nucleus of thalamus,36.51409793430002,2.0,0.3132322592086392,1.528007688057184
Lateral habenula,33.54170452148,2.0,0.4998628694492991,0.04373970534994061
Lateral hypothalamic area,50.85494025620001,3.0,0.6657489859738632,-0.5930541542375825
Lateral posterior nucleus of the thalamus,39.023799498263,2.0,0.4376721610319256,1.205754696178188
Lateral preoptic area,45.43855439602002,3.0,0.662590370187188,-0.8754941102383446
Lateral septal complex,48.062775233800004,1.0,0.5236111637013803,1.373591746538028
Lateral visual area,22.67389149916,3.0,0.3144459449767899,-0.2940591392356091
Magnocellular nucleus,54.76235866849999,3.0,0.5953318179724257,0.3578129393506764
Medial amygdalar nucleus,24.232217457799994,3.0,0.5534145322565662,-1.760838955172217
Medial geniculate complex,36.178996264799984,3.0,0.5566087571346583,0.3198462268825004
Medial habenula,30.696505440549995,1.0,0.3542902751708161,-1.164396217085615
Medial preoptic area,57.330635806239975,1.0,0.6233398191433723,0.0684161827355841
Medial preoptic nucleus,56.09742007705995,1.0,0.6200583107121699,0.2415772128168942
Medial pretectal area,26.124205616465993,1.0,0.3639362945915329,-2.739280400356782
Medial septal nucleus,41.446065781199984,1.0,0.4820881134256363,0.134172986335575
Median preoptic nucleus,44.58481019741002,1.0,0.5455681175878088,-0.5879188738402105
Mediodorsal nucleus of thalamus,43.6770267863,2.0,0.5269597619869784,1.081875403615744
Midbrain reticular nucleus,45.64976747467,3.0,0.5948343411968859,1.010429691901661
Nucleus accumbens,52.35574639049998,1.0,0.5791625573018889,0.5676171921880185
Olfactory tubercle,50.34163693479999,2.0,0.6276855417935857,-0.1097856624293816
Olivary pretectal nucleus,37.62445017237,1.0,0.4010388125160381,0.4974486362144
Orbital area lateral part,13.853001475449998,2.0,0.457555369937823,-2.031164644384125
Orbital area medial part,41.957497382880014,1.0,0.5895666935091441,-1.422134731591752
Orbital area ventrolateral part,17.64883283678,2.0,0.4586245441835436,-1.620041372882071
Parasubiculum,34.69390534289002,3.0,0.4649073653618967,0.8471640413513292
Parasubthalamic nucleus,41.90564126906,1.0,0.5667004195181229,-2.343180861909942
Parataenial nucleus,50.06216445799999,1.0,0.5862161892235964,0.186906199155077
Paraventricular hypothalamic nucleus,38.235512642100026,1.0,0.4170851401785256,0.4817384689284464
Paraventricular nucleus of the thalamus,39.323782674217995,1.0,0.4557971046873126,0.2411403990286319
Pedunculopontine nucleus,34.8473131899,3.0,0.5126247403518472,0.5827567746573293
Periaqueductal gray,36.79020216704999,3.0,0.50093451589428,0.1133771035870201
Perirhinal area,27.2644873466,2.0,0.1014196659904999,0.8364302718245336
Periventricular hypothalamic nucleus posterior part,42.190469279999974,1.0,0.484848100128966,0.5013505548570735
Periventricular zone,36.76124110089999,1.0,0.3906560983380716,0.3582515685745837
Piriform area,55.53057053950001,1.0,0.6264452088236169,0.1908229244576067
Piriform-amygdalar area,39.1792082699,3.0,0.6336917345187577,-0.8751304185026347
Pons,53.35942625639999,1.0,0.5626512706288227,0.7756387887904841
Pons motor related,43.41874081563,1.0,0.4882329901964969,-0.05555452493400437
Posterior amygdalar nucleus,47.09785756265601,3.0,0.6188177838400559,0.8628419249770745
Posterior complex of the thalamus,41.851873564899975,2.0,0.5106579174521098,1.086049441823398
Posterior hypothalamic nucleus,41.701818204700004,1.0,0.4546190479313377,0.5398346700912153
Postsubiculum,43.114482986420015,3.0,0.5825686920309028,0.6384202088109102
Precommissural nucleus,37.943977936410015,1.0,0.4115302109342511,0.2736564354851894
Prelimbic area,15.926699593240002,2.0,0.4617508666489885,-1.653610661579752
Presubiculum,41.23197091566998,3.0,0.5418031100696573,0.4530410497538963
Primary auditory area,20.516536650500008,3.0,0.3504507858661029,-0.808640961883933
Primary motor area,25.974938700099997,2.0,0.07071798480031644,0.7022931165118721
Primary somatosensory area lower limb,25.315551159900004,2.0,0.05829306127903089,0.6226567962372883
Primary somatosensory area mouth,34.94214573176998,2.0,0.548118090964814,-0.01740169168567908
Primary somatosensory area trunk,26.79964457879999,2.0,0.02859947231478988,0.9383641490012943
Primary somatosensory area upper limb,27.8955962888,2.0,0.05708850993521875,1.052190112547115
Primary visual area,16.318982191009997,2.0,0.02856988112368108,-0.8176937111135738
Reticular nucleus of the thalamus,34.67857562033999,2.0,0.2287260025861595,1.594681722508354
Retrochiasmatic area,56.33307955541999,1.0,0.6464892497762429,-0.7234024611070469
Retrosplenial area dorsal part,24.77624583598,2.0,0.04541282748180242,0.5623806678720107
Retrosplenial area ventral part,51.67494090651001,1.0,0.5603379025182079,-0.06934806005886829
Secondary motor area,23.912784780099997,2.0,0.1415359508107532,0.2026996722159816
Subiculum,53.5624419332,3.0,0.6567068840068881,0.332915631938089
Subparaventricular zone,39.7888599413,1.0,0.4262607081137185,0.7569949363731031
Substantia innominata,49.5269088357,3.0,0.6464337648447331,0.4387207304288652
Substantia nigra compact part,41.29389129830002,3.0,0.5698105284597603,0.7682799934616444
Substantia nigra reticular part,42.07632401214001,3.0,0.5631548573739575,1.034737533480441
Subthalamic nucleus,52.22195904143003,2.0,0.6558388747802747,0.006271324859730348
Superior colliculus motor related,33.70303261197802,3.0,0.4555350644626464,0.642284971230261
Superior colliculus sensory related,40.343597117099996,3.0,0.5109512415116754,0.2252600699718277
Supplemental somatosensory area,35.6125898516,2.0,0.4844583889547894,0.5746657079440243
Suprachiasmatic nucleus,46.05891794376299,1.0,0.5466273842367363,0.2005980446911199
Taenia tecta,19.563311522199996,2.0,0.2697307199340322,-0.7538181600477444
Temporal association areas,41.01939912329,2.0,0.5221154575032934,0.86868641132442
Tuberal nucleus,56.128805121399985,3.0,0.6433917471358193,0.1245004238509129
Ventral anterior-lateral complex of the thalamus,36.10310022369,2.0,0.4468853543565102,0.8122378582182407
Ventral auditory area,25.1716194595,2.0,0.4660184366256546,-0.8543366809830267
Ventral medial nucleus of the thalamus,49.97638517455998,2.0,0.662105914898202,-0.3954944231634527
Ventral tegmental area,48.787015123,1.0,0.5502467005079072,-0.5165252543560367
Ventrolateral preoptic nucleus,54.30854035500005,1.0,0.6347556968915973,-0.4321681309422476
Ventromedial hypothalamic nucleus,53.44397076441,3.0,0.642519565602108,0.5700559921846678
Visceral area,40.26262548700999,2.0,0.568720879050165,0.324573184086535
Zona incerta,50.10107244089998,2.0,0.6398262175759531,0.4142036603500461
posteromedial visual area,21.7041091706,2.0,0.02354538074388424,0.09405655286728087
