Region,centrality_pos,centrality_neg,partition,pc_pos,pc_neg,wmdz_pos,wmdz_neg
Agranular insular area,3.8702231979999997,-0.9721985959999999,1.0,0.0,0.0,0.6709301564176834,0.0
Agranular insular area posterior part,2.922007062,-3.8865152500000004,2.0,0.0,0.0,-1.175308402177775,0.0
Agranular insular area ventral part,0.993180706,-0.9587367929999999,3.0,0.0,0.0,0.7277721882563182,0.0
Anterior amygdalar area,1.956138679,-0.99372074,4.0,0.0,0.0,-0.7821398727935489,0.0
Anterior cingulate area dorsal part,2.908984774,-0.99401467,1.0,0.4491776689742409,0.0,-1.618354253309863,0.0
Anterior cingulate area ventral part,3.906081238,0.0,1.0,0.0,0.0,0.7129837955559963,0.0
Anterior hypothalamic nucleus,7.8793456609999994,-0.953213373,5.0,0.2127874588057844,0.0,0.385160241403315,0.0
Anterodorsal nucleus,17.507396142999998,-1.9535932360000001,2.0,0.4747786659587274,0.0,0.9145834279994761,0.0
Anterolateral visual area,18.549152549,-1.935186565,6.0,0.487372248757528,0.0,-0.3496886854059902,0.0
Anteroventral nucleus of thalamus,12.650261439,-1.930054745,7.0,0.5187732808425758,0.0,-0.4202550880523609,0.0
Anteroventral periventricular nucleus,9.786951701000001,-0.980640808,7.0,0.0,0.0,0.5988288228621463,0.0
Anteroventral preoptic nucleus,5.849693090999999,-3.887086997,2.0,0.0,0.0,-0.3906502287766243,0.0
Basolateral amygdalar nucleus,0.9863246790000001,-10.715519947,8.0,0.0,0.0,-0.02163533659490343,0.0
Bed nuclei of the stria terminalis,5.791199248,-1.92439904,5.0,0.2836269584250658,0.0,-0.9534058972904083,0.0
Caudoputamen,12.667669862,-0.9659203759999999,6.0,0.461160057040872,0.0,-0.8048746021464024,0.0
Central amygdalar nucleus,1.944235333,-2.933613479,8.0,0.0,0.0,0.6832579641897458,0.0
Central lateral nucleus of the thalamus,11.697242988000001,-1.931123394,7.0,0.4819597448274523,0.0,-0.4048321167742044,0.0
Central medial nucleus of the thalamus,7.848009942,-0.9691966670000001,5.0,0.0,0.0,0.9661653767844207,0.0
Claustrum,0.0,-3.887247479,8.0,0.0,0.0,-0.7474375350801807,0.0
Cortical amygdalar area,3.8502067269999998,-1.95534582,4.0,0.0,0.0,0.4891503898558622,0.0
Cortical amygdalar area posterior part,3.888951545,-9.767149864999999,8.0,0.0,0.0,2.114307325674455,0.0
Culmen,0.0,-6.770469832000001,8.0,0.0,0.4116896132365333,-0.7474375350801807,0.0
Dentate gyrus,19.555557731999997,-1.969667324,6.0,0.3155007237601205,0.0,0.7968927776565524,0.0
Diagonal band nucleus,13.640373595,-2.923127933,2.0,0.0,0.0,1.697354110919802,0.0
Dorsal auditory area,4.871464592,-3.8878747490000003,2.0,0.0,0.0,-0.6528282695880793,0.0
Dorsal part of the lateral geniculate complex,14.568832679,-0.9761020220000001,7.0,0.5499190402216261,0.0,0.07020305749624162,0.0
Dorsal peduncular area,14.670836291,-1.9343030040000002,2.0,0.4442153171798983,0.0,0.6642228813099851,0.0
Dorsomedial nucleus of the hypothalamus,7.886638268,0.0,5.0,0.2146619853984413,0.0,0.3830444783098749,0.0
Ectorhinal area,2.9323105409999997,0.0,1.0,0.0,0.0,-0.4290362784664846,0.0
Endopiriform nucleus,0.9863246790000001,-6.814290796,8.0,0.0,0.4071601925694682,-0.02163533659490343,0.0
Entorhinal area lateral part,0.0,-1.931619345,2.0,0.0,0.4998665965636998,-1.958444538096461,0.0
Entorhinal area medial part,0.975157522,-2.9044741719999996,8.0,0.0,0.0,-0.02985286098012697,0.0
Field CA1,16.696906135,-1.965323756,6.0,0.0,0.0,1.022938331461452,0.0
Field CA2,21.438406498,-1.965368048,6.0,0.3704694458498284,0.0,1.013710827416395,0.0
Field CA3,17.650937179,-1.968166668,6.0,0.1018505058799845,0.0,1.023866221496152,0.0
Frontal pole cerebral cortex,15.599082614999999,-0.984241685,6.0,0.648831293013491,0.0,-1.263300191650368,0.0
Fundus of striatum,4.870410242,-0.958675067,4.0,0.0,0.0,1.173906566335221,0.0
Globus pallidus external segment,6.84786529,-0.9590726759999999,7.0,0.244856650582481,0.0,-1.431016246052865,0.0
Gustatory areas,0.972534001,-0.977464362,8.0,0.0,0.0,-0.03178341929435561,0.0
Inferior colliculus,0.989677195,-0.972030715,3.0,0.0,0.0,0.559564354732217,0.0
Infralimbic area,9.845088664000002,-1.957251641,2.0,0.3162139054034091,0.0,0.160727262037107,0.0
Intercalated amygdalar nucleus,2.902568661,-4.909810178,8.0,0.0,0.0,1.388462296143922,0.0
Interpeduncular nucleus,13.693755125000001,-0.9962209390000001,6.0,0.0,0.0,0.3299460848352511,0.0
Lateral amygdalar nucleus,2.906843265,-5.8468385839999995,8.0,0.0,0.0,1.391607829300407,0.0
Lateral dorsal nucleus of thalamus,14.619083872,-0.9988720529999999,6.0,0.0,0.0,0.5434703615419815,0.0
Lateral habenula,0.0,-1.934166251,6.0,0.0,0.4998446001362946,-2.829956996036733,0.0
Lateral hypothalamic area,6.895335784,-0.96442838,5.0,0.0,0.0,0.3661080324174858,0.0
Lateral posterior nucleus of the thalamus,15.734224911,-1.9633218700000001,6.0,0.1146805068927875,0.0,0.5790656051634983,0.0
Lateral preoptic area,4.867535034,-0.989929542,1.0,0.3175462804081167,0.0,0.7104811635071512,0.0
Lateral septal complex,4.870197458000001,-0.99880495,4.0,0.0,0.0,1.173763746636883,0.0
Lateral visual area,0.993180706,0.0,3.0,0.0,0.0,0.7277721882563182,0.0
Magnocellular nucleus,0.9662467229999999,-2.912291668,4.0,0.0,0.0,-1.446551062278848,0.0
Medial amygdalar nucleus,3.9324089480000004,-1.9631777609999999,4.0,0.0,0.0,0.5443241642278038,0.0
