,Olfactory tubercle,Pons,Nucleus accumbens,Pons motor related,Subthalamic nucleus,Dorsal auditory area,Primary somatosensory area mouth,Perirhinal area,Lateral preoptic area,Central medial nucleus of the thalamus,Entorhinal area medial part,Medial septal nucleus,Ectorhinal area,Lateral hypothalamic area,Basolateral amygdalar nucleus,Anteroventral preoptic nucleus,Central amygdalar nucleus,Agranular insular area,Diagonal band nucleus,Supplemental somatosensory area,Piriform area,Ventral auditory area,Orbital area lateral part,Intercalated amygdalar nucleus,Primary auditory area,Substantia innominata,Lateral septal complex,Posterior hypothalamic nucleus,Anterior hypothalamic nucleus,Bed nuclei of the stria terminalis,Orbital area ventrolateral part,Gustatory areas,Taenia tecta,Zona incerta,Subiculum,Dorsal peduncular area,Primary visual area,Visceral area,Midbrain reticular nucleus,Infralimbic area,Temporal association areas,posteromedial visual area,Medial geniculate complex,Ventral tegmental area,Tuberal nucleus,Parasubthalamic nucleus,Retrochiasmatic area,Suprachiasmatic nucleus,Anteroventral periventricular nucleus,Culmen,Endopiriform nucleus,Entorhinal area lateral part,Lateral visual area,Anterolateral visual area,Caudoputamen,Pedunculopontine nucleus,Agranular insular area ventral part,Periaqueductal gray,Dorsal part of the lateral geniculate complex,Retrosplenial area dorsal part,Frontal pole cerebral cortex,Primary somatosensory area upper limb,Anterior amygdalar area,Field CA1,Medial habenula,Presubiculum,Subparaventricular zone,Anteroventral nucleus of thalamus,Piriform-amygdalar area,Ventral medial nucleus of the thalamus,Inferior colliculus,Claustrum,Primary motor area,Anterodorsal nucleus,Mediodorsal nucleus of thalamus,Fundus of striatum,Magnocellular nucleus,Medial preoptic area,Postsubiculum,Paraventricular nucleus of the thalamus,Anterior cingulate area dorsal part,Medial preoptic nucleus,Reticular nucleus of the thalamus,Prelimbic area,Dorsomedial nucleus of the hypothalamus,Cortical amygdalar area,Secondary motor area,Field CA3,Field CA2,Interpeduncular nucleus,Ventrolateral preoptic nucleus,Globus pallidus external segment,Periventricular zone,Orbital area medial part,Primary somatosensory area lower limb,Agranular insular area posterior part,Parasubiculum,Lateral posterior nucleus of the thalamus,Primary somatosensory area trunk,Substantia nigra compact part,Cortical amygdalar area posterior part,Ventromedial hypothalamic nucleus,Central lateral nucleus of the thalamus,Parataenial nucleus,Periventricular hypothalamic nucleus posterior part,Median preoptic nucleus,Dentate gyrus,Anterior cingulate area ventral part,Posterior amygdalar nucleus,Lateral amygdalar nucleus,Retrosplenial area ventral part,Posterior complex of the thalamus,Lateral dorsal nucleus of thalamus,Substantia nigra reticular part,Ventral anterior-lateral complex of the thalamus,Olivary pretectal nucleus,Paraventricular hypothalamic nucleus,Precommissural nucleus,Lateral habenula,Superior colliculus motor related,Medial pretectal area,Medial amygdalar nucleus,Superior colliculus sensory related
Orbital area ventrolateral part,0.0199018635,-0.542063658,0.527284838,-0.759750666,0.0906561493,0.429375837,0.378496055,0.900326595,0.333919926,0.358006874,0.473821431,0.484884267,0.822747523,-0.303486971,0.050972266,-0.175499236,0.023790265,0.530405859,0.269759082,-0.118783975,-0.10637508,0.282867723,0.0434958359,-0.118051186,0.63325234,0.283566303,0.968652304,0.476958277,0.0812147579,0.909899088,1,0.434016431,0.746144006,-0.111080966,-0.558416502,0.618003393,0.640177408,0.0108837329,0.297331069,0.255825286,0.673761515,0.737775925,0.583807064,-0.43122638,-0.657155865,-0.892987957,-0.454087696,-0.32035005,-0.138620332,-0.255088264,0.0368357279,0.262005003,0.0636575779,0.174410986,-0.0627981276,0.0261158976,0.328682906,0.475774828,0.537664731,-0.0329744887,0.160363764,0.607928115,0.464838185,0.0111324878,0.204928192,-0.215015274,0.39324471,0.540206175,-0.776569155,-0.022192653,-0.183862763,-0.0382557377,0.447079196,0.751980669,0.867759708,0.208731838,-0.0354283222,0.662338409,-0.486879027,0.162567552,0.467788855,-0.32247848,0.589081649,0.524959929,0.0983603356,0.24647271,0.69216752,0.501376042,0.0954094569,-0.711975597,-0.544212907,-0.185748311,0.0789335779,0.471462911,0.615892019,-0.215930533,0.114376637,0.357812153,0.554587161,0.513172614,0.305384866,-0.00510458478,0.416712803,0.628370211,0.172747771,0.021855294,0.193693919,0.301009963,-0.181577234,-0.0351074183,0.0708347124,0.343602767,0.29740728,-0.467856232,0.189300113,-0.372947332,0.423227282,-0.305503409,-0.104357725,0.542008585,-0.221351465,0.516916744,0.80417886
Gustatory areas,0.190352836,-0.753756646,0.199426672,0.0132141098,-0.842879153,-0.258063089,0.930391007,0.715697822,0.26125204,0.070450269,0.997475214,0.667103787,0.768431012,0.178714246,0.111142897,-0.0694747971,-0.558592128,0.822788258,0.655216143,0.397102287,0.120913369,0.392772786,0.0916865554,-0.529291083,0.717519654,-0.479356898,0.314559892,-0.304976534,0.693061679,0.244390342,0.434016431,1,0.251921828,-0.916421014,0.260614419,0.391007252,0.923570854,0.357107312,-0.0921556543,0.519846913,0.756988307,0.855695702,-0.18010626,-0.381206598,-0.877186465,-0.630438949,-0.883511441,-0.731794542,-0.95061702,0.650317288,-0.576346282,0.876147742,0.360499553,0.131652144,-0.216343263,0.859126827,0.780250098,-0.144057652,0.755508939,-0.137658965,0.687884326,0.264124985,-0.0433605324,0.537669055,-0.43461564,-0.0480112657,-0.051989169,0.780915101,-0.435076887,-0.820389554,0.687166176,-0.726691288,0.772692985,0.570016976,0.52617734,-0.346928947,-0.702321701,0.935931895,-0.447029353,-0.366287514,-0.201776098,-0.856143701,0.720082647,0.0143430041,-0.0751549966,-0.191621623,0.642632021,0.548373014,0.200822336,-0.0363732876,-0.66601989,-0.523737748,-0.306328826,-0.572594016,0.132961805,0.206797329,0.943645637,0.511493416,-0.352443183,0.38844291,0.824463221,-0.334689876,0.838427504,-0.00996815312,-0.240239062,-0.848397369,0.684613791,-0.316590162,-0.104959489,0.0762999061,-0.676244758,0.714625097,0.77725395,0.278344053,0.364216511,-0.374257948,-0.581031966,-0.905680616,-0.33711411,0.438107515,-0.615339071,0.251959308,0.306882609
Taenia tecta,0.494772578,-0.35571528,0.950394033,-0.912709352,0.0673671439,0.0237157433,0.0262637989,0.607985399,0.763692284,0.148957821,0.251046064,0.132081331,0.420047084,0.327933817,0.597368897,-0.719902577,0.387098195,0.310433268,0.640891364,-0.348643418,0.292543332,-0.249127637,0.530011279,0.489199798,0.0470465123,0.56561016,0.683856074,0.665443414,0.348379518,0.568057465,0.746144006,0.251921828,1,-0.157738307,-0.584002519,0.589233291,0.370337657,0.0129116782,0.0710374534,0.717001386,0.191106747,0.583479826,0.127958559,-0.815531626,-0.223370472,-0.407506278,-0.572119128,-0.604849864,-0.0533178213,-0.433831938,0.572694368,-0.108131833,-0.587351245,-0.510874251,0.240158432,-0.0257489256,0.323159845,0.409792206,-0.047919044,-0.638935399,0.525084296,-0.0710457976,0.585567945,0.0756955684,0.319823339,-0.746147693,0.518809786,0.337428361,-0.167039288,0.342125743,-0.437021591,0.186311725,-0.105508724,0.372929849,0.351248913,0.629933185,0.316543146,0.315021094,-0.889120176,0.644927021,0.709549623,-0.0758631905,0.219554406,0.937589139,0.491972211,0.80405009,0.575380955,0.0931928406,0.321476042,-0.902329127,-0.120073774,-0.0212750563,0.520270637,0.51230581,-0.0325493308,0.0783798025,0.02777526,-0.318963538,0.320066989,-0.0572428894,0.500902752,0.353036251,0.226312599,0.155123051,0.738997989,0.28180156,-0.198504324,0.527388095,-0.0373963372,0.567358506,-0.287489988,0.0650908807,-0.203078813,-0.589632662,0.671019995,-0.418266479,0.518858636,-0.0450943183,-0.0472210169,-0.0525341901,0.155808639,0.509708343,0.225879523
Zona incerta,-0.319415185,0.662062905,-0.230103535,-0.155266855,0.95013999,0.50036705,-0.778138098,-0.454152869,-0.305210344,0.166306641,-0.886518352,-0.425241582,-0.49566866,-0.509887888,-0.258510094,0.249831247,0.542857528,-0.639505422,-0.76199989,-0.452521387,-0.2397046,-0.218110637,-0.207419894,0.321135736,-0.419687369,0.549028368,0.0386411187,0.445269676,-0.798971746,0.0771244594,-0.111080966,-0.916421014,-0.157738307,1,-0.387336648,-0.306921376,-0.723516341,-0.462963079,0.332516531,-0.655632993,-0.504252742,-0.706006909,0.549920159,0.465447622,0.617839832,0.274021663,0.877190682,0.795115283,0.974449064,-0.694060376,0.466480966,-0.785962268,-0.141523429,0.157433609,0.0456358223,-0.946479236,-0.718713054,0.375905516,-0.473619929,0.329849287,-0.84979279,0.116125996,0.196229402,-0.549069857,0.555713296,0.210594305,0.188301214,-0.592716428,0.0595164306,0.772916231,-0.692375996,0.755877918,-0.550295171,-0.243341773,-0.143098752,0.251431486,0.678921261,-0.717371284,0.504172053,0.245555829,0.222519896,0.805337019,-0.455991387,-0.0272280346,0.0338846437,0.0739294889,-0.521080058,-0.268220512,-0.202618686,-0.0640878212,0.479696997,0.533817439,0.257075896,0.756570927,0.260666674,-0.454828171,-0.979170698,-0.236860291,0.659773296,-0.0441925885,-0.909674532,0.304366042,-0.698017028,0.3891685,0.136855018,0.857523686,-0.518318294,0.297654703,0.0913806259,-0.271583167,0.895196161,-0.541700075,-0.575798828,-0.3441012,-0.483839113,0.391843755,0.743033771,0.850670446,0.396088846,-0.0882645224,0.537070197,-0.0652709225,0.0992956531
Subiculum,0.329991048,0.338661172,-0.545841206,0.856348771,-0.655344611,-0.748343063,0.450255189,-0.430574122,0.0254015454,0.314499531,0.249400683,0.447078646,-0.301015389,0.128718387,0.160399918,0.513382075,-0.100816483,0.391658354,0.14186072,-0.0567238526,0.511739951,-0.235348066,0.253705973,-0.510818113,-0.0449839713,-0.314822211,-0.472282461,-0.343072732,0.517344031,-0.759426774,-0.558416502,0.260614419,-0.584002519,-0.387336648,1,-0.743833441,0.212243489,-0.335031578,0.262836416,-0.00691329259,-0.208672522,-0.275799105,-0.268254382,0.505289355,-0.163236701,0.262614379,-0.161375735,-0.218693755,-0.49218239,0.890322744,-0.465709085,0.219459763,0.424913959,0.232588962,-0.676119201,0.306954795,0.519642458,-0.0287846495,0.171533487,-0.0531382923,0.0847202969,-0.179362838,-0.0186888399,0.752242331,-0.024715732,0.557459935,0.0694839488,0.382596732,0.323671533,-0.549626096,0.844325846,-0.128290017,0.0962265324,0.0970439195,-0.201173981,-0.823135177,-0.201616746,0.122580006,0.338880414,-0.759438657,-0.943314182,-0.00539561827,0.336813998,-0.679175475,0.207266353,-0.577526084,-0.549597187,0.396157938,0.494108455,0.871615609,0.306607792,0.299798204,0.00503766497,-0.700921406,-0.209222318,-0.25019764,0.464624308,0.112157498,-0.368192663,0.249791042,0.0198748296,0.164694606,0.498212351,-0.142021046,-0.298514439,-0.536956499,0.67927112,-0.93453176,0.626806559,0.141071516,-0.314017015,0.587162272,0.509077749,0.987785161,0.148342939,0.626891473,-0.606885973,-0.121540621,0.425944552,0.217221135,0.114963548,0.180518404,-0.277909956
Dorsal peduncular area,-0.271192259,-0.868817869,0.596375768,-0.684816637,-0.000401269819,0.508660436,0.119245283,0.771579438,0.0248736877,-0.509151382,0.384231971,-0.177813756,0.699938529,0.13323127,-0.148061542,-0.607959264,-0.421830951,0.0101994874,0.280884851,0.51436521,-0.500375913,0.544922961,-0.278987822,0.190763289,0.430042004,-0.204239646,0.413505535,-0.099774985,-0.061686689,0.745903918,0.618003393,0.391007252,0.589233291,-0.306921376,-0.743833441,1,0.279244915,0.756043311,-0.564080496,0.34708191,0.65080433,0.783068867,-0.10686738,-0.765700994,-0.296092923,-0.48909339,-0.386026198,-0.232396039,-0.196587118,-0.387510013,0.012943449,0.422684839,-0.210006694,-0.234636599,0.678713201,0.40295799,-0.0983378461,-0.338643235,0.238531161,-0.0202848939,0.440431277,0.192891825,-0.258988591,-0.462802478,-0.485144111,-0.62436061,-0.343073077,-0.0231970847,-0.448156571,-0.0719027772,-0.327746889,-0.507179707,0.395533294,0.0418917562,0.32718514,0.600278241,-0.397430961,0.396868938,-0.586223196,0.522090961,0.764391097,-0.640897319,-0.0401749535,0.594384303,-0.400512124,0.408175589,0.954019274,-0.23043515,-0.499119098,-0.773653422,-0.754130426,-0.784721226,-0.351513146,0.114056052,0.102699735,0.611164508,0.237598486,0.180917914,-0.134995447,-0.193386781,0.583811018,-0.535314284,-0.0540520143,-0.130289369,0.0443590994,-0.132621787,-0.30702876,0.731337691,-0.810166061,-0.114384996,-0.255632289,-0.2426051,-0.0519395938,-0.754042361,0.0364969718,-0.957441032,0.00875802859,-0.548552046,-0.807788011,-0.119085996,-0.62538061,-0.257471734,0.254327361
Primary visual area,0.267687398,-0.597040308,0.215381724,-0.117818947,-0.671247276,-0.189104572,0.934309789,0.775692617,0.376732117,0.417798184,0.943464137,0.868964104,0.808033944,-0.0457002904,0.171660039,0.072259766,-0.312719866,0.956353234,0.588562793,0.095656118,0.228475046,0.278927242,0.198243229,-0.576443655,0.768129498,-0.195221806,0.596293542,0.0108364136,0.650358956,0.389261218,0.640177408,0.923570854,0.370337657,-0.723516341,0.212243489,0.279244915,1,0.0389329165,0.269455504,0.44299405,0.742682293,0.81042548,0.172739153,-0.262192746,-0.963128704,-0.800682569,-0.835910197,-0.695893001,-0.80563039,0.565470744,-0.476723492,0.722702725,0.413233753,0.282123524,-0.457184968,0.598918372,0.859504019,0.232480785,0.821731478,-0.125196348,0.505602061,0.455263245,0.283999292,0.627261091,-0.095455161,0.0768984059,0.271463171,0.937498448,-0.592239015,-0.682577064,0.610558325,-0.455404976,0.735727763,0.839463309,0.757518815,-0.406752236,-0.472623853,0.979518789,-0.409490289,-0.418070014,-0.21441544,-0.657438528,0.916110886,0.0577398487,0.126965995,-0.18788345,0.545968301,0.795057268,0.395329531,-0.104707965,-0.564770778,-0.256425596,-0.096499635,-0.295319925,0.379906535,-0.14892688,0.77315581,0.546679275,0.0217527426,0.651975394,0.641968959,-0.0962327452,0.936625194,0.347554979,-0.135629311,-0.662921352,0.786809588,-0.382140194,0.110464829,0.0876537087,-0.44797864,0.862893028,0.825609568,0.275589651,0.388877163,-0.159619013,-0.288698571,-0.724137734,-0.0495180895,0.681859558,-0.408849771,0.560079781,0.56604246
Visceral area,-0.457921984,-0.793279052,0.160218019,-0.0910250313,-0.262775727,0.298647137,0.110819377,0.366385867,-0.353879292,-0.878645961,0.323972301,-0.411633158,0.3956423,0.288799821,-0.37447241,-0.433783019,-0.777602257,-0.228828037,0.12601927,0.902666825,-0.615392679,0.661364909,-0.514697326,0.0397282847,0.283867624,-0.707079542,-0.228941886,-0.68983948,-0.0813217445,0.237418525,0.0108837329,0.357107312,0.0129116782,-0.462963079,-0.335031578,0.756043311,0.0389329165,1,-0.920692327,0.162815318,0.495160328,0.519012098,-0.570347008,-0.509889668,-0.0845651363,-0.0659780671,-0.213773495,-0.0631347753,-0.349870239,-0.0431321703,-0.311039786,0.586281511,-0.0367426088,-0.209355925,0.753334242,0.677870146,-0.251794922,-0.868959133,0.144383739,0.162893768,0.433103406,-0.056172605,-0.796303809,-0.482440116,-0.918993248,-0.416826247,-0.837122707,-0.293614671,-0.118626469,-0.361630501,-0.00418799848,-0.819456479,0.41531104,-0.401148946,-0.123630792,0.340030224,-0.720872556,0.190159372,-0.246077203,0.263144045,0.390218033,-0.756676205,-0.32150795,0.122401143,-0.723237857,0.0602431383,0.713418143,-0.5007554,-0.729394846,-0.244082078,-0.704241883,-0.961840019,-0.710550688,-0.434342454,-0.213073212,0.907602079,0.421726999,0.214270623,-0.684501721,-0.45096151,0.558179051,-0.839863042,-0.208564181,-0.597594688,-0.333454432,-0.451075608,-0.285458217,0.483255953,-0.898558271,-0.278355501,-0.418607298,-0.37334107,-0.0129937339,-0.397703337,-0.199163004,-0.903665847,-0.538356453,-0.673719749,-0.991232522,-0.367631289,-0.818519643,-0.737950735,-0.18377764
Midbrain reticular nucleus,0.320240026,0.521495859,-0.168657551,0.0019963288,0.176739447,-0.1164222,0.180079858,-0.0178235698,0.298060408,0.984157354,-0.0408018604,0.67173808,-0.0192781903,-0.507268998,0.213669312,0.548000537,0.575013039,0.480745849,-0.111173696,-0.77308394,0.465034268,-0.375770934,0.363858118,-0.310647688,0.105827389,0.587751439,0.518482181,0.655196146,0.0920892654,0.0677058219,0.297331069,-0.0921556543,0.0710374534,0.332516531,0.262836416,-0.564080496,0.269455504,-0.920692327,1,-0.193155252,-0.118221068,-0.220125681,0.773847292,0.489300676,-0.273875702,-0.320442369,0.0573948935,0.00556094878,0.173527609,0.128978244,0.0717006095,-0.299988488,0.291678506,0.461294139,-0.857384471,-0.531045416,0.395442173,0.925840415,0.227686972,0.00891586899,-0.420864069,0.404275205,0.807793799,0.51095744,0.835372136,0.523058921,0.83192478,0.534655365,-0.264353918,0.134332494,0.131546595,0.627507454,-0.0578719276,0.705670675,0.496082908,-0.4628286,0.496263238,0.153080362,0.222773542,-0.418166762,-0.392297666,0.494310508,0.614799003,-0.151303871,0.583763674,-0.210242466,-0.452624361,0.763724626,0.673951162,0.163809043,0.371810473,0.781376924,0.525833517,0.421932862,0.531954645,-0.980450607,-0.247550296,0.127739061,0.789565715,0.749209099,-0.446989944,0.658093369,0.433695063,0.833621486,0.147876334,0.257499516,0.512685888,-0.520466568,0.77707471,0.0841523629,0.447316762,0.592299088,0.312961569,0.371325344,0.119270588,0.774935379,0.495661759,0.407163062,0.879643367,0.687352118,0.559925476,0.835532312,0.535973661
Infralimbic area,0.778772449,-0.353695048,0.824409048,-0.412073352,-0.531662161,-0.585451056,0.256309198,0.332438801,0.853691808,-0.0498067632,0.480129674,0.155814757,0.198369885,0.819417036,0.822789747,-0.769612098,0.172170435,0.428924273,0.978679472,-0.142905348,0.609049526,-0.396799038,0.741016349,0.402058882,-0.120965401,0.191875606,0.146683796,0.241587739,0.827522461,-0.0258189713,0.255825286,0.519846913,0.717001386,-0.655632993,-0.00691329259,0.34708191,0.44299405,0.162815318,-0.193155252,1,0.0349336717,0.541445194,-0.487191448,-0.837095341,-0.202433319,-0.0476215393,-0.849078205,-0.936547605,-0.52410644,0.118390512,0.352443251,0.126653094,-0.585232182,-0.732031276,0.17500804,0.448958838,0.61932857,0.0304350507,-0.113780086,-0.895651383,0.935357218,-0.518110536,0.32868791,0.473446003,-0.00292899296,-0.751703359,0.310762096,0.431761151,0.279207823,-0.0423478957,0.0647298252,-0.1323222,-0.10779428,0.138620888,-0.053688147,0.356272096,0.0417252147,0.346100838,-0.939930294,0.414622245,0.293240631,-0.278786268,0.19337154,0.692497678,0.544582404,0.66635145,0.422734047,0.0186049141,0.507156035,-0.466705911,0.00360012678,-0.111727271,0.448950392,-0.144604457,-0.549751975,0.381375825,0.505122594,-0.450278499,-0.313349917,-0.295554577,0.839839565,0.307248432,0.441445005,-0.383376723,0.653391957,-0.175492822,0.0186732489,0.141120759,0.131182585,0.839323501,-0.850693766,0.237227029,-0.0503055477,-0.0876556945,0.932492847,-0.346737936,-0.0859567118,-0.294341392,-0.102202883,-0.2920041,0.0821061621,0.366843641,-0.291069695
Temporal association areas,-0.400843994,-0.869304749,0.0396838837,-0.195481113,-0.349377678,0.431014623,0.733176374,0.894074972,-0.198258996,-0.0348694524,0.784335129,0.48610656,0.968007104,-0.347029744,-0.434104541,0.108629658,-0.710659493,0.538091862,0.13303832,0.578930209,-0.478070033,0.826072492,-0.456029424,-0.609575675,0.961748101,-0.512884753,0.552665214,-0.315972768,0.072168326,0.714553934,0.673761515,0.756988307,0.191106747,-0.504252742,-0.208672522,0.65080433,0.742682293,0.495160328,-0.118221068,0.0349336717,1,0.853150106,0.227888293,-0.223756031,-0.855213133,-0.876725045,-0.475316804,-0.211297889,-0.570414008,0.242524328,-0.653912657,0.858424488,0.55989095,0.476351984,-0.0204133289,0.596570604,0.304651789,-0.159341961,0.89040558,0.392308193,0.222733068,0.727327527,-0.221959297,-0.0228122776,-0.49344424,0.100010616,-0.268175736,0.491771694,-0.866113548,-0.668654925,0.343146706,-0.717507788,0.942380186,0.565985855,0.781595437,-0.199590458,-0.75451304,0.860413346,-0.158644851,-0.290462082,0.0777118757,-0.854577433,0.585282061,-0.0340735854,-0.512137744,-0.321828586,0.807976442,0.452973795,-0.308357961,-0.22806522,-0.960630243,-0.709924218,-0.627631434,-0.224003416,0.606236828,0.138640585,0.586540166,0.825208211,-0.0291315148,0.523653596,0.477746228,-0.660431962,0.492033152,0.305441313,-0.514491345,-0.628131896,0.461996966,0.0223647744,-0.52299723,-0.477947953,-0.136429609,0.419296289,0.701207495,-0.131086852,-0.18943726,-0.564826342,-0.317490349,-0.844910721,-0.555994993,0.59756441,-0.840715683,0.00585727474,0.699334752
posteromedial visual area,0.039729864,-0.922693872,0.510831372,-0.458579903,-0.489120378,0.127478701,0.682263786,0.942535175,0.274364908,-0.0841332068,0.858860489,0.431032739,0.920632328,0.123273283,0.0524520482,-0.357826687,-0.478558758,0.618664123,0.595233371,0.402119452,-0.128549485,0.492389751,-0.0165985874,-0.238142568,0.725718707,-0.285399498,0.574861486,-0.0965642146,0.429966931,0.646767466,0.737775925,0.855695702,0.583479826,-0.706006909,-0.275799105,0.783068867,0.81042548,0.519012098,-0.220125681,0.541445194,0.853150106,1,-0.0349590572,-0.662289209,-0.783741982,-0.765831239,-0.805511867,-0.629657095,-0.681981026,0.16672506,-0.30347331,0.74044527,0.112585278,-0.010505033,0.140842877,0.683026921,0.512898548,-0.109093311,0.649302741,-0.13438623,0.651233797,0.345768237,-0.00844361479,0.147844979,-0.398781908,-0.360254357,-0.0642814667,0.583465604,-0.595783694,-0.509112876,0.225861919,-0.637308905,0.701803845,0.523358754,0.630511844,0.103938625,-0.570932576,0.865556538,-0.645466668,0.0534250948,0.30987931,-0.836929695,0.542247594,0.396925975,-0.157720159,0.138686848,0.930042533,0.339158123,-0.0403681176,-0.514329951,-0.810870229,-0.664318013,-0.280070043,-0.183376131,0.234332248,0.331994213,0.688048751,0.429594129,-0.144718075,0.250655203,0.816463132,-0.395572285,0.576515389,0.0685316541,-0.0527275467,-0.545425828,0.316830886,0.185643343,-0.421294084,0.0269445528,-0.513903058,0.403790129,0.493268456,-0.252544603,0.308894661,-0.700397971,-0.238925876,-0.825268983,-0.546907049,0.315857161,-0.652856936,0.176113501,0.449829375
Medial geniculate complex,-0.231815465,0.198175746,-0.167394795,-0.289149067,0.532622547,0.534693879,0.0506551666,0.286632482,-0.0904121548,0.710220559,-0.111169418,0.444825201,0.290999663,-0.850522354,-0.270677513,0.524759392,0.302769852,0.22780761,-0.451613143,-0.444745383,-0.151114649,0.120362003,-0.161759896,-0.324509696,0.389443766,0.451088703,0.741130295,0.553570013,-0.408981409,0.580683504,0.583807064,-0.18010626,0.127958559,0.549920159,-0.268254382,-0.10686738,0.172739153,-0.570347008,0.773847292,-0.487191448,0.227888293,-0.0349590572,1,0.41819955,-0.30645672,-0.592192716,0.286104423,0.361888311,0.400137429,-0.2639684,-0.0119351478,-0.183230686,0.395193532,0.653846481,-0.496873704,-0.592192716,-0.0233836976,0.754962393,0.377527413,0.42742192,-0.65443739,0.778695338,0.534450094,-0.0603217689,0.604023732,0.47575889,0.510492409,0.265498238,-0.677740296,0.206951111,-0.198496092,0.45977151,0.177588599,0.654678388,0.725372873,-0.199133352,0.312780925,0.1745201,0.314525948,-0.23120647,0.0043358671,0.306202093,0.457109347,-0.0676830048,0.0985615947,-0.225850603,-0.0839531369,0.583659883,0.111504135,-0.14737322,-0.0575260712,0.396487442,0.141982035,0.664494174,0.881663917,-0.820479428,-0.440889145,0.414499936,0.935997229,0.758548346,-0.552874373,0.223432679,0.12469205,0.979724544,-0.0867902634,0.361163435,0.245570869,-0.0721507448,0.213060067,-0.389275806,0.771936084,0.270995301,0.232608152,-0.123850267,-0.321978369,0.360305229,0.64307602,0.290774801,0.459588335,0.737241359,0.191935355,0.513594301,0.852341597
Ventral tegmental area,-0.372725054,0.606939875,-0.923252692,0.706861965,0.207137427,0.0830965535,-0.0317519711,-0.523038167,-0.583060927,0.387886442,-0.345812577,0.172203551,-0.368294793,-0.672975921,-0.49997154,0.93558917,0.00284741961,-0.112433604,-0.747238908,-0.124929749,-0.123762319,0.0646754044,-0.361528113,-0.552199412,0.0204472914,-0.117370096,-0.250852952,-0.170274673,-0.419125979,-0.347193947,-0.43122638,-0.381206598,-0.815531626,0.465447622,0.505289355,-0.765700994,-0.262192746,-0.509889668,0.489300676,-0.837095341,-0.223756031,-0.662289209,0.41819955,1,0.101352227,0.152347609,0.653000771,0.664905186,0.288105783,0.293887544,-0.407935558,-0.141215502,0.660230217,0.737499423,-0.60911446,-0.386734121,-0.207504123,0.175835644,0.139102506,0.654519939,-0.81131786,0.360174562,-0.0756714503,0.0584778561,0.211792947,0.935574483,-0.0149621234,-0.103153945,-0.0685476983,-0.117241667,0.308982147,0.243460278,0.036614262,0.037348364,-0.000596024506,-0.715423769,0.0495537398,-0.25854633,0.947640549,-0.717318176,-0.724384249,0.394080098,0.0751867151,-0.866141969,-0.174306786,-0.791303196,-0.731544298,0.28135349,-0.0197605712,0.793979437,0.286382716,0.442132084,-0.187989225,-0.0754940739,0.40979953,-0.630027263,-0.302097568,0.363383421,0.262714923,0.458171562,-0.790000471,0.023097947,-0.0832556764,0.396527813,-0.569368628,0.0164830015,0.347247273,-0.623539915,0.373460536,-0.545534497,0.645349442,0.155997988,0.266661879,0.580834082,-0.632063456,0.753896963,-0.05822702,0.337327372,0.496919694,0.422136582,0.173342922,-0.0335656511,0.169476489
Tuberal nucleus,-0.0129577723,0.627838366,-0.0295455063,0.054802054,0.569492739,-0.0242761097,-0.940310285,-0.803934197,-0.133174632,-0.395300771,-0.909056202,-0.859666879,-0.875553502,0.279699221,0.0917318261,-0.252542031,0.449007087,-0.890734963,-0.359433998,-0.217767571,0.0000299943214,-0.486305429,0.0528927371,0.728122113,-0.906272734,0.309826159,-0.619422988,0.094819934,-0.439281763,-0.490984455,-0.657155865,-0.877186465,-0.223370472,0.617839832,-0.163236701,-0.296092923,-0.963128704,-0.0845651363,-0.273875702,-0.202433319,-0.855213133,-0.783741982,-0.30645672,0.101352227,1,0.886150803,0.676414205,0.482002301,0.734214598,-0.542230584,0.631531678,-0.792009917,-0.607171565,-0.502851169,0.468021319,-0.561924044,-0.71927511,-0.1842174,-0.94249465,-0.14387217,-0.306397658,-0.661057421,-0.156917553,-0.478463464,0.17132463,-0.251453005,-0.14118451,-0.864730266,0.760684306,0.740416894,-0.613055602,0.517250747,-0.869579597,-0.849853594,-0.851783374,0.490090089,0.577348341,-0.984978249,0.205529833,0.528741605,0.249710786,0.697557166,-0.912420658,0.101311377,0.086094816,0.373830692,-0.555128433,-0.814959706,-0.206752543,0.036121885,0.690744558,0.335105822,0.29330596,0.28102299,-0.577210431,0.198724648,-0.710722896,-0.747665908,-0.0844291878,-0.761666794,-0.497652671,0.267976432,-0.861631697,-0.460152267,0.354930898,0.686248931,-0.808213358,0.382776869,0.014060593,0.181240377,0.256041784,-0.824789586,-0.899953058,-0.253120576,-0.12861701,0.169621337,0.303450928,0.754733003,0.11804052,-0.801300434,0.541519675,-0.44470836,-0.710721841
