,Olfactory tubercle,Pons,Nucleus accumbens,Pons motor related,Subthalamic nucleus,Dorsal auditory area,Primary somatosensory area mouth,Perirhinal area,Lateral preoptic area,Central medial nucleus of the thalamus,Entorhinal area medial part,Medial septal nucleus,Ectorhinal area,Lateral hypothalamic area,Basolateral amygdalar nucleus,Anteroventral preoptic nucleus,Central amygdalar nucleus,Agranular insular area,Diagonal band nucleus,Supplemental somatosensory area,Piriform area,Ventral auditory area,Orbital area lateral part,Intercalated amygdalar nucleus,Primary auditory area,Substantia innominata,Lateral septal complex,Posterior hypothalamic nucleus,Anterior hypothalamic nucleus,Bed nuclei of the stria terminalis,Orbital area ventrolateral part,Gustatory areas,Taenia tecta,Zona incerta,Subiculum,Dorsal peduncular area,Primary visual area,Visceral area,Midbrain reticular nucleus,Infralimbic area,Temporal association areas,posteromedial visual area,Medial geniculate complex,Ventral tegmental area,Tuberal nucleus,Parasubthalamic nucleus,Retrochiasmatic area,Suprachiasmatic nucleus,Anteroventral periventricular nucleus,Culmen,Endopiriform nucleus,Entorhinal area lateral part,Lateral visual area,Anterolateral visual area,Caudoputamen,Pedunculopontine nucleus,Agranular insular area ventral part,Periaqueductal gray,Dorsal part of the lateral geniculate complex,Retrosplenial area dorsal part,Frontal pole cerebral cortex,Primary somatosensory area upper limb,Anterior amygdalar area,Field CA1,Medial habenula,Presubiculum,Subparaventricular zone,Anteroventral nucleus of thalamus,Piriform-amygdalar area,Ventral medial nucleus of the thalamus,Inferior colliculus,Claustrum,Primary motor area,Anterodorsal nucleus,Mediodorsal nucleus of thalamus,Fundus of striatum,Magnocellular nucleus,Medial preoptic area,Postsubiculum,Paraventricular nucleus of the thalamus,Anterior cingulate area dorsal part,Medial preoptic nucleus,Reticular nucleus of the thalamus,Prelimbic area,Dorsomedial nucleus of the hypothalamus,Cortical amygdalar area,Secondary motor area,Field CA3,Field CA2,Interpeduncular nucleus,Ventrolateral preoptic nucleus,Globus pallidus external segment,Periventricular zone,Orbital area medial part,Primary somatosensory area lower limb,Agranular insular area posterior part,Parasubiculum,Lateral posterior nucleus of the thalamus,Primary somatosensory area trunk,Substantia nigra compact part,Cortical amygdalar area posterior part,Ventromedial hypothalamic nucleus,Central lateral nucleus of the thalamus,Parataenial nucleus,Periventricular hypothalamic nucleus posterior part,Median preoptic nucleus,Dentate gyrus,Anterior cingulate area ventral part,Posterior amygdalar nucleus,Lateral amygdalar nucleus,Retrosplenial area ventral part,Posterior complex of the thalamus,Lateral dorsal nucleus of thalamus,Substantia nigra reticular part,Ventral anterior-lateral complex of the thalamus,Olivary pretectal nucleus,Paraventricular hypothalamic nucleus,Precommissural nucleus,Lateral habenula,Superior colliculus motor related,Medial pretectal area,Medial amygdalar nucleus,Superior colliculus sensory related
Orbital area medial part,0.306075175,-0.290982287,0.202352403,-0.611247158,0.716759838,0.986807834,0.93679908,0.599427419,0.519850742,0.381840825,-0.909254154,0.439080158,0.638647441,0.395846517,-0.96387177,0.990574378,-0.932025716,0.340151896,0.990298238,0.979688297,-0.33722167,0.990314233,0.720270684,-0.988341639,0.741428304,-0.198161577,-0.0984935973,0.492699794,0.429141248,0.30032631,0.781553504,-0.108838567,0.836325295,0.725003805,0.739919822,0.935664787,0.877073902,0.934872495,-0.273399038,0.94401209,0.956751543,0.958336523,0.375831626,0.664892266,-0.893982539,-0.928840341,0.892691201,0.264583104,0.677630699,-0.144494599,-0.906789587,-0.716496665,0.079148824,0.900333916,0.73761526,-0.692697075,-0.0374969859,-0.787949835,0.826294356,0.908995435,0.909459254,0.946017963,0.0220974989,0.819515655,-0.546464814,0.232790701,0.785112597,0.844173573,0.389227658,0.521614704,-0.35500423,0.0448867495,0.939338763,0.962221748,0.577656743,-0.385861395,0.168795937,0.971909777,0.278092096,-0.45739545,0.318453415,0.92402449,0.692441449,0.556400947,0.451954602,0.0232507329,0.876127581,0.833714294,0.850731939,0.774212637,0.913365852,0.535471971,-0.27404121,1,0.92663649,0.873188234,-0.617569725,0.821484941,0.893046159,-0.409307201,-0.964123947,0.385408575,0.826354087,0.701160033,0.718654315,0.649605585,0.865474116,0.475490903,0.307338934,-0.890467379,0.110294633,0.706910537,0.734419947,0.00639735432,0.68300889,-0.300653436,0.682714505,-0.686967415,0.469891087,-0.676132235,-0.765027809,-0.0838010559,-0.952631979
Primary somatosensory area lower limb,0.518429743,-0.363049109,0.211617985,-0.544675403,0.919091299,0.880583349,0.8057553,0.532848885,0.641079682,0.699209848,-0.824438445,0.571472028,0.500616599,0.710763712,-0.968244029,0.913012089,-0.778282574,0.419552299,0.91443314,0.979687896,-0.569607247,0.963482526,0.893821183,-0.862569942,0.602944847,0.167784346,0.254421675,0.757336505,0.729156526,0.607196826,0.957493637,-0.371910003,0.899135873,0.918004912,0.480366528,0.904416046,0.90569499,0.921738917,0.0813226406,0.872868646,0.905760519,0.867537456,0.33050799,0.895975399,-0.677900051,-0.976145752,0.755136556,0.105033428,0.889330796,-0.502110571,-0.959076119,-0.814387485,-0.0921943477,0.911333467,0.918712943,-0.42890211,-0.202420396,-0.50032343,0.977428556,0.957345325,0.997168443,0.998367568,0.375146192,0.933344261,-0.615945435,0.461559612,0.49719688,0.974733525,0.704823125,0.800366429,-0.374028395,-0.300206574,0.898011799,0.98767026,0.824098242,-0.036336948,0.471663596,0.983829158,0.0564495976,-0.144428128,0.598655828,0.949525411,0.904998849,0.627059507,0.749489098,0.395211607,0.942473966,0.940692557,0.95659069,0.86281144,0.958290573,0.796169043,0.0990228715,0.92663649,1,0.717960491,-0.315343855,0.905204066,0.975777947,-0.0899733395,-0.84071774,0.697540949,0.966928216,0.912766368,0.751783203,0.328799739,0.956170718,0.377987999,0.415553562,-0.740165136,-0.249476395,0.822947378,0.864996302,0.374681434,0.889328991,-0.560792477,0.620133968,-0.9092446,0.649138153,-0.361735445,-0.881190744,0.287490576,-0.77923139
Agranular insular area posterior part,0.419572612,0.196772497,0.574280879,-0.214040784,0.392603003,0.826588191,0.988458509,0.875437485,0.664693696,0.153431174,-0.630836446,0.608917707,0.925214806,0.157340039,-0.718696846,0.810463769,-0.749488261,0.609559152,0.925426291,0.834684716,0.144899982,0.807057838,0.628504235,-0.873788774,0.434171871,-0.274940322,-0.148074096,0.0914925727,0.243716357,0.210785878,0.55927707,0.369126435,0.83518395,0.384027829,0.944619609,0.936036031,0.879994204,0.917063533,-0.300483947,0.964979694,0.944118528,0.968568859,0.730893435,0.426102774,-0.962824146,-0.824214913,0.653529483,-0.0546006262,0.321850801,0.0517159803,-0.597194214,-0.287025547,0.553993469,0.89877558,0.599743564,-0.553503485,0.45347577,-0.805023566,0.585311148,0.839179977,0.721778485,0.74195154,-0.349402386,0.746335064,-0.738428654,0.349036604,0.872630617,0.545818347,0.16132376,0.305922542,0.111058766,0.434709329,0.944077445,0.818076386,0.434775284,-0.396976715,-0.274967929,0.828780698,0.035426532,-0.786058919,0.292224686,0.623702349,0.361746074,0.742100078,0.244121961,-0.175150374,0.822063014,0.756466906,0.750809386,0.794073466,0.607935151,0.157062422,-0.55513387,0.873188234,0.717960491,1,-0.540349289,0.803052068,0.775811377,-0.336752218,-0.971158354,0.0417675635,0.517663088,0.384549678,0.294465739,0.648728348,0.777885561,0.82077993,-0.190454643,-0.999327801,0.18113503,0.74085795,0.720571658,-0.314588846,0.541477381,-0.329266416,0.912793161,-0.404864481,-0.0130521119,-0.669737007,-0.74817951,-0.214457923,-0.953204949
Parasubiculum,0.517549654,0.369649044,0.299360561,0.724327347,-0.0426996745,-0.723317519,-0.571839506,-0.100485194,0.257419438,0.431383083,0.755430402,0.333518339,-0.275785986,0.411635147,0.527405191,-0.673731674,0.840732929,0.32945864,-0.563414567,-0.450815339,-0.00720842599,-0.5541968,0.100782773,0.728897615,-0.85707287,0.876019043,0.837365399,0.109160391,0.413801623,0.560359865,-0.0334995776,-0.159002902,-0.120408869,-0.0833620122,-0.677060272,-0.378030911,-0.212319733,-0.350829585,0.919082446,-0.457979738,-0.444449462,-0.519909615,0.095992317,0.122061403,0.747238306,0.283072032,-0.841103385,-0.764440099,-0.036558179,-0.634965875,0.452694793,0.391490093,-0.00153261535,-0.26647536,0.0709046906,0.988722158,0.0665790701,0.933122115,-0.125042473,-0.242066485,-0.255846806,-0.368054648,0.502147446,-0.058272011,-0.167396463,0.583400515,-0.868022003,-0.233291343,0.425179376,0.304696836,0.498328062,-0.487778639,-0.399504147,-0.382992865,0.275683256,0.95767643,0.267062513,-0.417822736,-0.848092276,0.600215725,0.548483477,-0.514334949,-0.0161841975,0.16124978,0.379793218,0.706808403,-0.173513401,-0.0831367719,-0.112231556,-0.0187571458,-0.468743442,0.106804168,0.729586588,-0.617569725,-0.315343855,-0.540349289,1,-0.0811028331,-0.197655023,0.969518171,0.603368368,0.311470551,-0.212888452,-0.00832909036,-0.543511184,-0.984872397,-0.142212982,-0.071124185,-0.297013416,0.550599264,-0.838140934,0.0821847849,0.0643215129,0.590498297,0.146047346,-0.556369771,-0.160117911,-0.0537834489,-0.164667581,0.983088118,-0.0168852174,0.802254769,0.726170112
Lateral posterior nucleus of the thalamus,0.794181635,0.0561279299,0.603638563,-0.146524472,0.779692914,0.719326749,0.836254606,0.80660239,0.902730385,0.708266784,-0.553820188,0.859830908,0.740284844,0.709088435,-0.793832851,0.7511528,-0.559360946,0.765317228,0.868837023,0.903587687,-0.265634977,0.832107507,0.967806505,-0.734091131,0.256128258,0.319850392,0.432023755,0.566530033,0.772979973,0.742337021,0.906950134,-0.0764045337,0.998386074,0.756190085,0.564739877,0.949771046,0.989190091,0.960885501,0.270319294,0.912932203,0.926507652,0.884843103,0.681651566,0.857310298,-0.666162154,-0.968198828,0.487605182,-0.301161289,0.721797413,-0.553368597,-0.748059685,-0.500462752,0.274231841,0.980299442,0.952849303,-0.163496439,0.176188538,-0.381957843,0.894881507,0.983482762,0.931661039,0.895601977,0.239614456,0.993262549,-0.89223155,0.745797955,0.448834493,0.822465276,0.713727934,0.806335579,0.0541556907,-0.136384772,0.941304962,0.92807954,0.885332992,0.157273084,0.240939738,0.916961427,-0.313514405,-0.297410501,0.780648731,0.731220944,0.764140906,0.898564389,0.770877474,0.445280023,0.99397874,0.993000702,0.98669236,0.995790471,0.747015109,0.628534956,0.046312067,0.821484941,0.905204066,0.803052068,-0.0811028331,1,0.976212757,0.16557779,-0.833608097,0.58822569,0.809721822,0.785964964,0.40033667,0.160774748,0.989576933,0.691757614,0.0114678779,-0.811798311,-0.409551849,0.983474317,0.989336404,0.298629562,0.932701568,-0.7830315,0.856489255,-0.823006674,0.318418818,-0.194309953,-0.995123042,0.397293373,-0.731700018
Primary somatosensory area trunk,0.675349143,-0.157586541,0.417804513,-0.35199914,0.872172786,0.816612495,0.83802585,0.684609191,0.792154633,0.725188153,-0.703399469,0.734810667,0.632996197,0.731465188,-0.901333224,0.849944767,-0.681589047,0.60796328,0.911073277,0.963410061,-0.43061711,0.918040269,0.955327999,-0.81468355,0.436806817,0.255561431,0.357104041,0.681283397,0.773389139,0.695554196,0.956630423,-0.233161515,0.97195378,0.859411218,0.530656684,0.948199479,0.970034602,0.963029956,0.185857593,0.912565161,0.936634161,0.895119546,0.517611097,0.900660248,-0.68416805,-0.995508636,0.633225991,-0.103474893,0.827436578,-0.545804522,-0.873940107,-0.673824373,0.0909082365,0.968067803,0.960475098,-0.29847907,-0.0155260146,-0.446615072,0.960212145,0.99377461,0.988136517,0.969682186,0.319986822,0.987595719,-0.773115778,0.621774398,0.479325433,0.921355344,0.7308254,0.826492392,-0.163350184,-0.228664591,0.940427156,0.980455603,0.878611259,0.0677475915,0.369105936,0.97257512,-0.135594769,-0.221255473,0.710424624,0.859999306,0.857167907,0.782054026,0.782644411,0.43604113,0.991860394,0.991100729,0.995957609,0.952502583,0.872885469,0.732843422,0.0802582413,0.893046159,0.975777947,0.775811377,-0.197655023,0.976212757,1,0.0441592338,-0.854628291,0.662667324,0.910995662,0.872312195,0.589477769,0.245097134,0.996980311,0.546184178,0.219632558,-0.79170624,-0.343161891,0.926284904,0.950978666,0.350270696,0.935550985,-0.692007752,0.754799863,-0.8896901,0.49742245,-0.279208392,-0.961978902,0.356452252,-0.770174424
Substantia nigra compact part,0.707552474,0.380813541,0.445573158,0.681604854,0.148563428,-0.539126082,-0.359947133,0.0996643453,0.476993557,0.600250154,0.61190968,0.541795531,-0.0900270006,0.580888858,0.32723605,-0.48230342,0.694669158,0.51481603,-0.343922306,-0.224210394,-0.0711149622,-0.344159234,0.337390814,0.540890734,-0.785728574,0.945025373,0.934440988,0.24617063,0.598886201,0.736597947,0.189231863,-0.174764418,0.126345171,0.102513781,-0.530370197,-0.140454659,0.0331729721,-0.110863224,0.97558454,-0.228544277,-0.211914183,-0.296743609,0.263525824,0.330870143,0.575231234,0.0422748401,-0.712833021,-0.831139456,0.140317853,-0.763648935,0.264759853,0.265416691,0.0672109743,-0.02259841,0.304029998,0.938274679,0.110529656,0.829132474,0.0956548515,0.00214306846,-0.0245537543,-0.144465368,0.554637912,0.186356194,-0.385486942,0.760807151,-0.748096668,-0.0293917231,0.595457225,0.499072356,0.507564232,-0.514993329,-0.163766432,-0.15109339,0.489993083,0.98601392,0.322208389,-0.188279392,-0.916718904,0.519736789,0.734442521,-0.3298516,0.170952186,0.380946133,0.56466504,0.808138283,0.0725827331,0.161683281,0.131288118,0.226323271,-0.280881288,0.25914686,0.732354404,-0.409307201,-0.0899733395,-0.336752218,0.969518171,0.16557779,0.0441592338,1,0.391910213,0.451797367,-0.0123697408,0.184127162,-0.440405318,-0.934755422,0.102372206,0.100664327,-0.292367587,0.344790945,-0.929624845,0.323190326,0.306829078,0.65668682,0.373400999,-0.742980518,0.0528118612,-0.25477359,-0.0859375371,0.924760559,-0.261317373,0.890946391,0.538464111
Cortical amygdalar area posterior part,-0.36958543,0.0374224718,-0.406435063,0.419449339,-0.55933286,-0.933667024,-0.995882618,-0.766305186,-0.609029847,-0.262245783,0.790164905,-0.538873933,-0.814368112,-0.271352424,0.861571426,-0.926115102,0.866721941,-0.491633402,-0.987238776,-0.931403628,0.0834374641,-0.922714175,-0.687707118,0.960161157,-0.603523405,0.255481414,0.137979852,-0.285751517,-0.334370168,-0.252674585,-0.681137406,-0.150380317,-0.858709845,-0.559119288,-0.878469475,-0.964499695,-0.903813505,-0.953468712,0.306125801,-0.985223052,-0.979842858,-0.994810968,-0.577628712,-0.550629002,0.963399603,0.899224609,-0.79555913,-0.106784341,-0.501910292,0.0338798433,0.767066877,0.505894186,-0.339645421,-0.925880223,-0.680761506,0.646570287,-0.227958248,0.828668036,-0.717940084,-0.897325511,-0.833816409,-0.863734988,0.185496687,-0.80151969,0.663047125,-0.29512307,-0.863322867,-0.706343187,-0.270172219,-0.414053783,0.116432497,-0.264010117,-0.970900885,-0.913146811,-0.511514196,0.413256747,0.071547628,-0.924052193,-0.163282325,0.655211021,-0.305868291,-0.790526625,-0.53051311,-0.669903083,-0.345981023,0.0925383908,-0.871366828,-0.814166999,-0.819628649,-0.80521628,-0.776270335,-0.342062803,0.442775385,-0.964123947,-0.84071774,-0.971158354,0.603368368,-0.833608097,-0.854628291,0.391910213,1,-0.204616747,-0.682196033,-0.547028997,-0.512790955,-0.677600838,-0.841820603,-0.676527839,-0.0478733213,0.979235041,-0.161665337,-0.742644006,-0.74506247,0.175160489,-0.621860788,0.317363228,-0.827451666,0.550512241,-0.221126616,0.701787334,0.775391396,0.16661688,0.986155744
Ventromedial hypothalamic nucleus,0.555659265,-0.501464982,-0.0377710621,-0.323655935,0.919135294,0.322793276,0.156162602,0.0346114071,0.452238054,0.960963543,-0.380363849,0.426093548,-0.103349787,0.966818639,-0.583667406,0.394253618,-0.203858573,0.222600221,0.34925942,0.539908194,-0.864293684,0.50385954,0.761570555,-0.262557269,0.195773392,0.717451112,0.726882093,0.975171078,0.928915372,0.840253494,0.851545288,-0.816479252,0.543523915,0.910303097,-0.27908893,0.390445936,0.488672311,0.436419347,0.635778655,0.300606914,0.364036633,0.270122518,-0.0625282007,0.91930443,0.0537214566,-0.599154269,0.243049361,-0.0773215766,0.933333544,-0.917400704,-0.685259725,-0.740130997,-0.527252627,0.464270211,0.805575687,0.166545761,-0.57733943,0.236659107,0.828277238,0.57703942,0.710966821,0.660169718,0.921561432,0.674640787,-0.334837526,0.553756211,-0.268303336,0.817189616,0.960571615,0.941414342,-0.410283687,-0.879526446,0.368867486,0.58539241,0.86912873,0.562978424,0.916441345,0.560789311,-0.235602839,0.583495899,0.765487659,0.632543041,0.931851308,0.344847651,0.944193786,0.889709464,0.592803467,0.66865362,0.684120427,0.559433477,0.670990189,0.978068465,0.781534232,0.385408575,0.697540949,0.0417675635,0.311470551,0.58822569,0.662667324,0.451797367,-0.204616747,1,0.834227617,0.928154612,0.600569088,-0.367636274,0.653736366,-0.121205365,0.590930968,-0.0682926597,-0.744708912,0.579241582,0.643869197,0.92519089,0.834321825,-0.690837426,0.103193488,-0.929501284,0.815936762,0.338651694,-0.629292446,0.807446323,-0.0948814803
Central lateral nucleus of the thalamus,0.461191248,-0.535415694,0.0301985367,-0.612571755,0.98370904,0.790896466,0.631400192,0.323220697,0.526394722,0.789429283,-0.79807799,0.459585872,0.269919182,0.802807244,-0.934282633,0.835511913,-0.698188019,0.272099583,0.789445138,0.90126468,-0.758101896,0.895235896,0.857077048,-0.750678625,0.603909972,0.284726526,0.343955743,0.895314966,0.792153069,0.649715991,0.966579754,-0.595767263,0.791122646,0.986976703,0.250344875,0.767055931,0.784901862,0.794855833,0.186546249,0.719564141,0.767732094,0.713593569,0.123034084,0.937009672,-0.489211823,-0.895546477,0.70661308,0.175100387,0.974058461,-0.618821766,-0.967377175,-0.906429239,-0.327038584,0.78635969,0.899813515,-0.347516565,-0.426454612,-0.336942385,0.984076119,0.865279316,0.960056363,0.957365548,0.581151543,0.865541408,-0.469883646,0.416106056,0.304957453,0.999436789,0.793511474,0.859520356,-0.52007154,-0.522043615,0.756748973,0.915330556,0.840090902,0.0773589198,0.679063932,0.907587735,0.0831882393,0.105376341,0.608195468,0.947365542,0.977362505,0.482374242,0.818165105,0.532216243,0.851331127,0.871499737,0.894220241,0.758894945,0.962786195,0.918029118,0.312539714,0.826354087,0.966928216,0.517663088,-0.212888452,0.809721822,0.910995662,-0.0123697408,-0.682196033,0.834227617,1,0.977907295,0.831228509,0.18725473,0.88423538,0.152334003,0.595407824,-0.545636869,-0.350565619,0.726986898,0.787234516,0.564334501,0.8836042,-0.546976573,0.418398501,-0.963746219,0.81092219,-0.219726725,-0.798096229,0.411436555,-0.617217369
Parataenial nucleus,0.552972135,-0.50468566,0.0526205649,-0.496487623,0.999317451,0.647427545,0.498581542,0.26867452,0.559283306,0.896605141,-0.660579578,0.506510812,0.177872303,0.906774384,-0.839755912,0.704166569,-0.533397395,0.309384185,0.669340172,0.812367174,-0.803761741,0.788772028,0.879076243,-0.601514897,0.450205694,0.474533423,0.522037886,0.952211046,0.890936925,0.770504244,0.973266339,-0.674690348,0.757410831,0.995807701,0.0828531504,0.679169789,0.731455378,0.714372595,0.381089248,0.613112799,0.667257232,0.595324274,0.103450754,0.978571735,-0.319105533,-0.837668568,0.547791947,0.0467937775,0.994491675,-0.767219021,-0.895216625,-0.860807933,-0.375329895,0.721975172,0.92005881,-0.150608805,-0.461081837,-0.134921526,0.973319549,0.812590128,0.916225391,0.891702919,0.720974323,0.851930478,-0.479306384,0.521943284,0.109356674,0.971931908,0.899281987,0.937880714,-0.460048314,-0.661458612,0.663976457,0.840476209,0.904655342,0.279469916,0.776150619,0.825369227,-0.0700496247,0.266308621,0.720063942,0.861429615,0.9993331,0.49104749,0.911935424,0.696911944,0.811524698,0.853028061,0.871834313,0.744664646,0.886842732,0.971714499,0.493349241,0.701160033,0.912766368,0.384549678,-0.00832909036,0.785964964,0.872312195,0.184127162,-0.547028997,0.928154612,0.977907295,1,0.753816621,-0.0221186765,0.854303849,0.0982931515,0.58042423,-0.412010578,-0.5310448,0.732834785,0.793855147,0.717473072,0.920248567,-0.655217307,0.355250222,-0.995334162,0.819899804,-0.0109795824,-0.79493328,0.590188265,-0.457578327
Periventricular hypothalamic nucleus posterior part,-0.10932832,-0.872675463,-0.481768624,-0.944509761,0.776886689,0.777023984,0.433015126,-0.107186669,-0.0167368118,0.417726929,-0.91399152,-0.0997677145,-0.0760659716,0.441280976,-0.854058986,0.798469853,-0.803458236,-0.282282514,0.618634949,0.707956125,-0.823436344,0.783208061,0.428944673,-0.714548326,0.897287208,-0.122773269,-0.110778863,0.761606827,0.381101166,0.165968202,0.660949052,-0.692345878,0.38903668,0.810760027,0.148974303,0.47275106,0.4162961,0.493455444,-0.232614482,0.460610631,0.511134396,0.492103026,-0.348549837,0.607362626,-0.418786753,-0.601505023,0.865658266,0.689192305,0.803038733,-0.234881813,-0.907106096,-0.981585424,-0.631078607,0.441668254,0.50613856,-0.661637613,-0.716138569,-0.47520389,0.721844104,0.537236335,0.705041448,0.762464219,0.448700836,0.472537082,0.0564065045,-0.156182849,0.36448143,0.827902984,0.421280591,0.482075554,-0.891452561,-0.447302966,0.471753526,0.687973813,0.409323177,-0.310782385,0.653047744,0.696507441,0.601478123,0.16172753,0.087065916,0.911762086,0.771027485,-0.0422433715,0.428131751,0.172887699,0.489470475,0.488554107,0.532607403,0.315628981,0.906781477,0.748817825,0.154444136,0.718654315,0.751783203,0.294465739,-0.543511184,0.40033667,0.589477769,-0.440405318,-0.512790955,0.600569088,0.831228509,0.753816621,1,0.448024592,0.526693009,-0.263673417,0.882064353,-0.328923527,0.0862704447,0.249757105,0.331825826,0.356477308,0.474966089,-0.00101462084,0.00362724939,-0.689003765,0.911049002,-0.46713724,-0.35725501,0.0151640598,-0.536897329
Median preoptic nucleus,-0.415848397,-0.215408716,-0.13399167,-0.615829925,0.00945452914,0.736550943,0.659975435,0.25432045,-0.136374767,-0.442067758,-0.718244537,-0.208568629,0.427521857,-0.425322823,-0.520505834,0.683470282,-0.833671303,-0.181914554,0.618452206,0.483960941,0.132949752,0.569658863,-0.0467343909,-0.757451581,0.785823222,-0.87390443,-0.817256805,-0.184540416,-0.405714531,-0.525630195,0.0424328392,0.2998502,0.205332152,0.0430087507,0.789338215,0.459721833,0.297867901,0.427826034,-0.905970215,0.543007807,0.52027104,0.599347658,0.0711840794,-0.122707528,-0.826471607,-0.333858907,0.810503648,0.641876829,-0.0113617962,0.649291171,-0.421942543,-0.302646864,0.171023801,0.349981221,-0.0322670457,-0.961524542,0.0994039783,-0.972530215,0.127348751,0.304796873,0.277915121,0.382201809,-0.596918204,0.120483101,0.0325906572,-0.485089567,0.934693641,0.211959215,-0.435232402,-0.302893577,-0.351152904,0.596958626,0.481854743,0.418372387,-0.244693166,-0.949348512,-0.383552464,0.452627765,0.748167514,-0.727730545,-0.490986239,0.48510792,-0.020443873,-0.02782161,-0.378722089,-0.731141323,0.241866826,0.144116975,0.165746675,0.109746878,0.439211457,-0.169881568,-0.813399066,0.649605585,0.328799739,0.648728348,-0.984872397,0.160774748,0.245097134,-0.934755422,-0.677600838,-0.367636274,0.18725473,-0.0221186765,0.448024592,1,0.199821106,0.236442572,0.145318037,-0.654217098,0.826490638,0.0119162684,0.0156017721,-0.664848658,-0.110382217,0.481806807,0.304172244,0.0705633566,0.0434673299,-0.99937195,-0.0626897532,-0.809994226,-0.789943037
Dentate gyrus,0.727735729,-0.0879694702,0.482540658,-0.278254896,0.851578817,0.778437354,0.831427294,0.723736042,0.8371184,0.736356428,-0.648247486,0.785262815,0.663344565,0.740637562,-0.865414484,0.812756867,-0.632272642,0.666689404,0.893469626,0.943712203,-0.386248657,0.887944926,0.969408779,-0.781239312,0.367962179,0.296724254,0.401342142,0.656067169,0.789384048,0.728054817,0.949467311,-0.193022056,0.985147392,0.834633126,0.529493596,0.947984924,0.978965495,0.962483561,0.233314747,0.90985138,0.931371816,0.887719674,0.572135885,0.898460716,-0.667473809,-0.989450838,0.57665756,-0.179736586,0.802760773,-0.567299818,-0.834144081,-0.619872773,0.145192599,0.973709897,0.968037745,-0.238769771,0.0418774565,-0.409988099,0.946395632,0.993619188,0.974125218,0.947782688,0.310814346,0.996290479,-0.818335073,0.676742001,0.454458196,0.894908488,0.74184694,0.834652257,-0.0897052364,-0.214907156,0.939448464,0.964642536,0.894395176,0.116571746,0.340965357,0.954945732,-0.208285696,-0.231527956,0.74962452,0.817816066,0.836898603,0.826446336,0.794615573,0.458751614,0.99689559,0.998151192,0.999116613,0.972800188,0.832713095,0.711061445,0.087859781,0.865474116,0.956170718,0.777885561,-0.142212982,0.989576933,0.996980311,0.102372206,-0.841820603,0.653736366,0.88423538,0.854303849,0.526693009,0.199821106,1,0.591701075,0.15383941,-0.791590759,-0.384808025,0.952749808,0.971740357,0.351786329,0.946031165,-0.737308758,0.787215884,-0.879006278,0.445559369,-0.234094862,-0.980216486,0.389920421,-0.748717739
Anterior cingulate area ventral part,0.66215568,0.701099257,0.929658682,0.38155904,0.0872209958,0.367946943,0.739197159,0.98450082,0.81723858,0.115965231,-0.083227612,0.813555645,0.974890318,0.104377937,-0.272800497,0.355389245,-0.237018138,0.891615331,0.592107565,0.486277727,0.512402739,0.393134843,0.539663817,-0.445377308,-0.156700229,0.004982598,0.128766032,-0.194673488,0.22639174,0.325405055,0.324049043,0.659490913,0.720649996,0.0512788871,0.782201144,0.720803833,0.731587425,0.698873165,0.0365994772,0.734652406,0.693805992,0.706964797,0.98601077,0.245365011,-0.665708179,-0.569546643,0.104067118,-0.580389923,-0.000450093435,-0.0273778395,-0.13749885,0.219534186,0.88352147,0.725600261,0.465919066,-0.0381317133,0.828917043,-0.41265175,0.299864275,0.625732111,0.419714571,0.384503932,-0.432533963,0.60466557,-0.88950276,0.623593549,0.554063202,0.178924886,0.121347406,0.219813174,0.652043452,0.530435416,0.723845223,0.496343006,0.385077786,-0.0251501512,-0.506904254,0.494322251,-0.467579294,-0.763081198,0.44591197,0.146779598,0.0633826856,0.885669992,0.196660912,-0.0613946077,0.647404151,0.601704904,0.567989135,0.736507928,0.144820629,-0.117374896,-0.466852249,0.475490903,0.377987999,0.82077993,-0.071124185,0.691757614,0.546184178,0.100664327,-0.676527839,-0.121205365,0.152334003,0.0982931515,-0.263673417,0.236442572,0.591701075,1,-0.676921836,-0.802213068,-0.0818993955,0.735534142,0.672571989,-0.328537465,0.436888772,-0.526193597,0.96067933,-0.16679682,-0.45459607,-0.251963885,-0.678281763,-0.00907589878,-0.61040968
