,Olfactory tubercle,Pons,Nucleus accumbens,Pons motor related,Subthalamic nucleus,Dorsal auditory area,Primary somatosensory area mouth,Perirhinal area,Lateral preoptic area,Central medial nucleus of the thalamus,Entorhinal area medial part,Medial septal nucleus,Ectorhinal area,Lateral hypothalamic area,Basolateral amygdalar nucleus,Anteroventral preoptic nucleus,Central amygdalar nucleus,Agranular insular area,Diagonal band nucleus,Supplemental somatosensory area,Piriform area,Ventral auditory area,Orbital area lateral part,Intercalated amygdalar nucleus,Primary auditory area,Substantia innominata,Lateral septal complex,Posterior hypothalamic nucleus,Anterior hypothalamic nucleus,Bed nuclei of the stria terminalis,Orbital area ventrolateral part,Gustatory areas,Taenia tecta,Zona incerta,Subiculum,Dorsal peduncular area,Primary visual area,Visceral area,Midbrain reticular nucleus,Infralimbic area,Temporal association areas,posteromedial visual area,Medial geniculate complex,Ventral tegmental area,Tuberal nucleus,Parasubthalamic nucleus,Retrochiasmatic area,Suprachiasmatic nucleus,Anteroventral periventricular nucleus,Culmen,Endopiriform nucleus,Entorhinal area lateral part,Lateral visual area,Anterolateral visual area,Caudoputamen,Pedunculopontine nucleus,Agranular insular area ventral part,Periaqueductal gray,Dorsal part of the lateral geniculate complex,Retrosplenial area dorsal part,Frontal pole cerebral cortex,Primary somatosensory area upper limb,Anterior amygdalar area,Field CA1,Medial habenula,Presubiculum,Subparaventricular zone,Anteroventral nucleus of thalamus,Piriform-amygdalar area,Ventral medial nucleus of the thalamus,Inferior colliculus,Claustrum,Primary motor area,Anterodorsal nucleus,Mediodorsal nucleus of thalamus,Fundus of striatum,Magnocellular nucleus,Medial preoptic area,Postsubiculum,Paraventricular nucleus of the thalamus,Anterior cingulate area dorsal part,Medial preoptic nucleus,Reticular nucleus of the thalamus,Prelimbic area,Dorsomedial nucleus of the hypothalamus,Cortical amygdalar area,Secondary motor area,Field CA3,Field CA2,Interpeduncular nucleus,Ventrolateral preoptic nucleus,Globus pallidus external segment,Periventricular zone,Orbital area medial part,Primary somatosensory area lower limb,Agranular insular area posterior part,Parasubiculum,Lateral posterior nucleus of the thalamus,Primary somatosensory area trunk,Substantia nigra compact part,Cortical amygdalar area posterior part,Ventromedial hypothalamic nucleus,Central lateral nucleus of the thalamus,Parataenial nucleus,Periventricular hypothalamic nucleus posterior part,Median preoptic nucleus,Dentate gyrus,Anterior cingulate area ventral part,Posterior amygdalar nucleus,Lateral amygdalar nucleus,Retrosplenial area ventral part,Posterior complex of the thalamus,Lateral dorsal nucleus of thalamus,Substantia nigra reticular part,Ventral anterior-lateral complex of the thalamus,Olivary pretectal nucleus,Paraventricular hypothalamic nucleus,Precommissural nucleus,Lateral habenula,Superior colliculus motor related,Medial pretectal area,Medial amygdalar nucleus,Superior colliculus sensory related
Orbital area ventrolateral part,0.673139662,-0.321935419,0.261039545,-0.390895354,0.970388524,0.706721373,0.649204243,0.482718004,0.717201436,0.874987374,-0.654046694,0.665487577,0.395810084,0.882171749,-0.865858927,0.757311479,-0.56930126,0.496089505,0.777623093,0.888207421,-0.646147973,0.845313225,0.958807275,-0.680934553,0.399832959,0.444148107,0.518126669,0.85938515,0.895154777,0.80208966,1,-0.48823002,0.886813622,0.959162249,0.264878402,0.814851103,0.865503881,0.843020331,0.362194537,0.755980458,0.797931671,0.73327538,0.324192959,0.985514022,-0.463315852,-0.929859128,0.552414966,-0.0819298529,0.945583989,-0.729745064,-0.886776282,-0.771401007,-0.153597656,0.85561501,0.981082317,-0.161057833,-0.248297369,-0.231756108,0.995333759,0.918561788,0.969828086,0.939455732,0.581251152,0.949418001,-0.658624703,0.634168862,0.239372367,0.967202632,0.878826854,0.939272779,-0.291971746,-0.502295813,0.801306042,0.916616294,0.945960593,0.25104076,0.618768068,0.902112478,-0.166286211,0.0721357734,0.781962748,0.85736171,0.964676974,0.668960979,0.908592641,0.64183544,0.921900125,0.95000994,0.960402185,0.877406013,0.88064794,0.895721933,0.354883658,0.781553504,0.957493637,0.55927707,-0.0334995776,0.906950134,0.956630423,0.189231863,-0.681137406,0.851545288,0.966579754,0.973266339,0.660949052,0.0424328392,0.949467311,0.324049043,0.39882105,-0.581206024,-0.515904066,0.865005432,0.908696803,0.601022425,0.973893678,-0.738708958,0.560087977,-0.984010847,0.676367452,-0.0774483582,-0.911472337,0.551535764,-0.58203555
Gustatory areas,0.00810778168,0.843092422,0.600504607,0.565043646,-0.678298921,-0.134636186,0.228404855,0.524339552,0.145370596,-0.634640295,0.347179002,0.173465674,0.605118922,-0.648389437,0.369516424,-0.191752102,0.131022086,0.377736644,-0.0067027589,-0.2030339,0.972534001,-0.241171359,-0.276863433,0.0435875229,-0.35240507,-0.450387396,-0.391753155,-0.864700786,-0.548369009,-0.403312739,-0.48823002,1,-0.0296682281,-0.697106942,0.58203561,0.0581643931,0.00809274312,0.0128842612,-0.362574185,0.126626788,0.0550430053,0.126883862,0.626502734,-0.566907104,-0.329123851,0.180643763,-0.238096498,-0.368732263,-0.738938464,0.625355582,0.517500746,0.757543253,0.920894912,0.0169896781,-0.357527916,-0.0275411988,0.937620773,-0.304397024,-0.495393531,-0.125849971,-0.351012374,-0.3454635,-0.909071616,-0.191394209,-0.267715452,-0.00415328454,0.418588696,-0.569711536,-0.632033293,-0.575796638,0.759569849,0.933947964,0.0741573734,-0.224442006,-0.427896178,-0.335820915,-0.977464362,-0.210664391,-0.190187822,-0.820224676,-0.27694402,-0.47853224,-0.698603137,0.25686687,-0.581736103,-0.645354949,-0.117138439,-0.191533507,-0.226710154,-0.0202091043,-0.504115193,-0.8229722,-0.78979048,-0.108838567,-0.371910003,0.369126435,-0.159002902,-0.0764045337,-0.233161515,-0.174764418,-0.150380317,-0.816479252,-0.595767263,-0.674690348,-0.692345878,0.2998502,-0.193022056,0.659490913,-0.890392531,-0.336323892,0.432538264,-0.0235536396,-0.112734295,-0.841120884,-0.387252948,0.171218,0.449189989,0.628613153,-0.923150415,-0.286177037,0.10400882,-0.53857288,-0.18322474
Taenia tecta,0.776657317,0.0788719544,0.618029815,-0.146712867,0.752123833,0.736680798,0.863551982,0.830730682,0.89930746,0.667032353,-0.56360459,0.855123047,0.773584985,0.66793128,-0.794944575,0.764478159,-0.580894257,0.769311343,0.886080167,0.908963184,-0.224806914,0.839373745,0.951955008,-0.755384485,0.269360879,0.272093733,0.387840357,0.526491579,0.735825246,0.706418454,0.886813622,-0.0296682281,1,0.729201792,0.610443097,0.963530211,0.995394224,0.971863743,0.224843296,0.932191897,0.942342317,0.906176373,0.703705584,0.828865248,-0.70357587,-0.968927147,0.504793581,-0.291026276,0.691578442,-0.506011566,-0.740639352,-0.481362817,0.312135369,0.988658799,0.934652283,-0.196893985,0.212659237,-0.424760569,0.877464868,0.98511922,0.924477443,0.892369563,0.185207017,0.986142464,-0.896843079,0.725658838,0.494158817,0.80560096,0.672798997,0.771586872,0.0692194796,-0.0815324581,0.956440672,0.930315734,0.857576819,0.111764787,0.191409561,0.920923514,-0.293223261,-0.35075845,0.750313413,0.727456216,0.734877854,0.902921042,0.733458247,0.39485719,0.993715455,0.98669089,0.979886529,0.994464258,0.740677084,0.590234074,-0.0104003477,0.836325295,0.899135873,0.83518395,-0.120408869,0.998386074,0.97195378,0.126345171,-0.858709845,0.543523915,0.791122646,0.757410831,0.38903668,0.205332152,0.985147392,0.720649996,-0.0156939923,-0.842897597,-0.363677993,0.97871151,0.981457942,0.244073638,0.910829976,-0.756815574,0.879404813,-0.79428291,0.285217287,-0.238205083,-0.989155979,0.348216901,-0.762304522
Zona incerta,0.477520922,-0.570881837,-0.019890079,-0.57379732,0.998415406,0.68524613,0.50487284,0.224844835,0.496160883,0.856810398,-0.715922381,0.437570378,0.148328234,0.869148664,-0.867213738,0.738758723,-0.587321406,0.236589387,0.682767717,0.822543304,-0.830434009,0.811988202,0.84301138,-0.635681413,0.526118652,0.405417839,0.449465658,0.954172373,0.846711443,0.709481356,0.959162249,-0.697106942,0.729201792,1,0.0950332832,0.671221227,0.709902277,0.705447383,0.306886228,0.6107115,0.665958303,0.599253411,0.044010121,0.956357737,-0.343024353,-0.830254973,0.608749602,0.137584746,0.997720068,-0.716008868,-0.923930786,-0.903486956,-0.421848426,0.705000294,0.890243574,-0.226536816,-0.510118986,-0.186746362,0.967700061,0.798980017,0.914581325,0.900743807,0.704425787,0.824963974,-0.419444734,0.44332481,0.148599714,0.981206611,0.859693447,0.902611633,-0.533783833,-0.651176967,0.657554356,0.844788887,0.862959904,0.205444536,0.782054416,0.832527079,0.0213534798,0.259289302,0.653615551,0.89449981,0.997597375,0.431875671,0.87196111,0.64469324,0.791372967,0.82817651,0.851055949,0.707608939,0.916432901,0.9697981,0.460616705,0.725003805,0.918004912,0.384027829,-0.0833620122,0.756190085,0.859411218,0.102513781,-0.559119288,0.910303097,0.986976703,0.995807701,0.810760027,0.0430087507,0.834633126,0.0512788871,0.639650366,-0.413282668,-0.460881911,0.6878748,0.753637174,0.688488241,0.886042464,-0.583899733,0.317400554,-0.982640773,0.857073373,-0.0751600801,-0.758151831,0.527661394,-0.482794153
Subiculum,0.167801769,0.283408059,0.498706813,-0.173661342,0.0961536159,0.726400422,0.904730267,0.789995359,0.444644283,-0.1792888,-0.536610881,0.394125668,0.891928525,-0.175444896,-0.534885816,0.686465768,-0.702614961,0.453190659,0.791908573,0.644297579,0.378115435,0.640073869,0.339486365,-0.786734705,0.422113051,-0.541010716,-0.425360561,-0.206771263,-0.0869231101,-0.106085064,0.264878402,0.58203561,0.610443097,0.0950332832,1,0.771056466,0.675778048,0.738080713,-0.545081359,0.830858646,0.792573719,0.849033368,0.667536515,0.109734405,-0.959169473,-0.601051275,0.604900268,0.0497925614,0.0276555749,0.372425708,-0.388756946,-0.0871220224,0.650405127,0.705139257,0.303990271,-0.646429396,0.567161408,-0.887743481,0.304223807,0.61673389,0.473987529,0.51798344,-0.628788442,0.486611812,-0.553734447,0.098081203,0.951209084,0.282661769,-0.171432109,-0.0233853909,0.167101795,0.692302129,0.786631792,0.609503549,0.116408186,-0.615239097,-0.536504188,0.629689439,0.184606238,-0.936098409,-0.0100827039,0.433923428,0.062017427,0.554808606,-0.0874929545,-0.483110616,0.589889645,0.499964711,0.493376586,0.558579025,0.404135325,-0.14820868,-0.797323726,0.739919822,0.480366528,0.944619609,-0.677060272,0.564739877,0.530656684,-0.530370197,-0.878469475,-0.27908893,0.250344875,0.0828531504,0.148974303,0.789338215,0.529493596,0.782201144,-0.310557003,-0.937475075,0.460351586,0.49475352,0.459806743,-0.607315315,0.235655559,-0.0438447706,0.810126558,-0.0945403879,-0.228062511,-0.799838706,-0.493649705,-0.504704583,-0.905958473
Dorsal peduncular area,0.591777166,0.0158403621,0.526579199,-0.298921731,0.682955798,0.868802366,0.96436423,0.825128974,0.77968393,0.482915128,-0.705980796,0.720014883,0.820698563,0.488243481,-0.862050386,0.879383721,-0.753850724,0.650083499,0.972696785,0.956169302,-0.164509223,0.916206257,0.850428465,-0.891784994,0.457274101,0.00746491252,0.128157747,0.424677222,0.555556065,0.49670888,0.814851103,0.0581643931,0.963530211,0.671221227,0.771056466,1,0.984677471,0.99872317,-0.0438544697,0.994468594,0.997244448,0.986196315,0.660308708,0.717010698,-0.86483546,-0.969803309,0.678095222,-0.0906537612,0.622120333,-0.280357412,-0.785407523,-0.516745635,0.333073609,0.992784963,0.838384166,-0.44064743,0.223332354,-0.651436757,0.829463427,0.976776139,0.91363491,0.912906878,0.00244119555,0.927289629,-0.806129275,0.526587902,0.704521081,0.787015074,0.490019904,0.6159218,-0.0301728754,0.0917628944,0.999646674,0.957617594,0.710334192,-0.158218018,0.065936407,0.95846746,-0.0630895866,-0.51937993,0.546422135,0.790775403,0.65908987,0.812907633,0.560642757,0.157103331,0.967472935,0.934222592,0.933814869,0.932509526,0.790190288,0.486672917,-0.233653445,0.935664787,0.904416046,0.936036031,-0.378030911,0.949771046,0.948199479,-0.140454659,-0.964499695,0.390445936,0.767055931,0.679169789,0.47275106,0.459721833,0.947984924,0.720803833,0.022258541,-0.944419499,-0.103570214,0.891559154,0.894748581,0.0376117827,0.795386657,-0.555188006,0.882627507,-0.699606247,0.26755425,-0.489343118,-0.914588589,0.0936627499,-0.907695193
Primary visual area,0.718782491,0.0638257208,0.595770318,-0.196757735,0.729257801,0.787827465,0.907540785,0.839576753,0.866199582,0.6037453,-0.615307453,0.816462699,0.800915663,0.606092527,-0.82218893,0.809436096,-0.644994983,0.736983226,0.923568542,0.931459224,-0.198463015,0.871327169,0.922457177,-0.808852233,0.334438493,0.178846001,0.297712833,0.488995984,0.675090344,0.636260473,0.865503881,0.00809274312,0.995394224,0.709902277,0.675778048,0.984677471,1,0.989397229,0.130436541,0.96257481,0.969710246,0.942524843,0.699088651,0.792595651,-0.768035021,-0.975951087,0.567587622,-0.226390728,0.667658169,-0.426986781,-0.758554447,-0.492072624,0.328852961,0.998444357,0.906243913,-0.283635649,0.225098173,-0.509502287,0.864369957,0.989473059,0.925786706,0.904382617,0.116348427,0.972426106,-0.874691269,0.662326264,0.574642299,0.801602788,0.610045311,0.719515675,0.0408090735,-0.0149257528,0.979993804,0.945897907,0.810251077,0.0161683911,0.142050572,0.940097084,-0.216916122,-0.418489182,0.683484096,0.752012002,0.709412083,0.880983283,0.675052369,0.310545303,0.991970968,0.97520181,0.970307974,0.981006117,0.760344459,0.552969628,-0.0941030534,0.877073902,0.90569499,0.879994204,-0.212319733,0.989190091,0.970034602,0.0331729721,-0.903813505,0.488672311,0.784901862,0.731455378,0.4162961,0.297867901,0.978965495,0.731587425,-0.0092081705,-0.88776206,-0.272898992,0.956321163,0.958583423,0.167955122,0.875324289,-0.69161279,0.89117199,-0.763251226,0.274591759,-0.32978028,-0.970639263,0.258457368,-0.820643021
Visceral area,0.61025782,-0.010360063,0.514165445,-0.308047096,0.717508869,0.865810688,0.950826271,0.809242315,0.787993814,0.525147827,-0.709434323,0.728384944,0.797085458,0.530626043,-0.873644582,0.880113764,-0.746638351,0.649047422,0.969325373,0.963625206,-0.207241575,0.922318977,0.87337602,-0.885072404,0.455871268,0.0478847896,0.166426435,0.468083699,0.594491999,0.532525017,0.843020331,0.0128842612,0.971863743,0.705447383,0.738080713,0.99872317,0.989397229,1,-0.00660347797,0.988303435,0.994445416,0.97841942,0.643221195,0.75127035,-0.84174105,-0.980563871,0.674581739,-0.0948104157,0.658736827,-0.325070685,-0.804245922,-0.544364615,0.297829838,0.995890852,0.863863122,-0.419894895,0.187909484,-0.622612053,0.855846508,0.986311151,0.931631442,0.927918191,0.0529270212,0.943557608,-0.807374496,0.546515406,0.673045811,0.813429494,0.532065354,0.653969455,-0.0501972642,0.04156471,0.99716928,0.967646583,0.742443935,-0.122337375,0.114205459,0.967074748,-0.0765036132,-0.475660088,0.577158365,0.806525434,0.694895713,0.814528689,0.600201114,0.203130394,0.978222031,0.949960418,0.950314089,0.942609205,0.808123791,0.528914834,-0.185072192,0.934872495,0.921738917,0.917063533,-0.350829585,0.960885501,0.963029956,-0.110863224,-0.953468712,0.436419347,0.794855833,0.714372595,0.493455444,0.427826034,0.962483561,0.698873165,0.0526187808,-0.926661173,-0.143314688,0.903841936,0.910372918,0.0877711877,0.82350424,-0.58176828,0.869036958,-0.734606037,0.305081533,-0.45837362,-0.928892779,0.136879375,-0.891689648
Midbrain reticular nucleus,0.734177068,0.195142069,0.357962689,0.506274711,0.348251654,-0.398947151,-0.291360403,0.0735371591,0.505549642,0.750258874,0.442170282,0.555663889,-0.124295951,0.735091375,0.149985412,-0.332103612,0.559887721,0.481583189,-0.227799812,-0.0756076988,-0.280789324,-0.18650205,0.464638789,0.416649665,-0.632413256,0.993767696,0.984144853,0.452689468,0.738965571,0.835180959,0.362194537,-0.362574185,0.224843296,0.306886228,-0.545081359,-0.0438544697,0.130436541,-0.00660347797,1,-0.142320652,-0.111725646,-0.208323256,0.192561468,0.503301534,0.527343451,-0.0949541126,-0.563359211,-0.728340455,0.346405819,-0.883723906,0.0683133371,0.0479257848,-0.0875865981,0.0762261923,0.447829535,0.856359908,-0.0607943302,0.786505323,0.27579465,0.127019236,0.140501904,0.0248336161,0.713067435,0.311052652,-0.396215651,0.780843072,-0.726759274,0.167076586,0.745881926,0.655363261,0.328298008,-0.670631693,-0.0693705628,-0.00134076983,0.626495922,0.992900642,0.511442257,-0.0395326222,-0.84323535,0.60862558,0.812708117,-0.137765166,0.371286558,0.394759614,0.713543517,0.91766212,0.191559928,0.28823335,0.266268531,0.315218089,-0.0859155783,0.462983433,0.834599255,-0.273399038,0.0813226406,-0.300483947,0.919082446,0.270319294,0.185857593,0.97558454,0.306125801,0.635778655,0.186546249,0.381089248,-0.232614482,-0.905970215,0.233314747,0.0365994772,-0.0972827293,0.300688333,-0.985264953,0.40419247,0.40688272,0.800372497,0.515665743,-0.800431691,0.0498264835,-0.44132434,0.13140507,0.890650875,-0.363697742,0.968713266,0.45845065
Infralimbic area,0.52281634,0.0313260924,0.513056229,-0.316937552,0.619511364,0.887613414,0.986819427,0.829462399,0.733272577,0.389233012,-0.722204598,0.671100265,0.845008874,0.395264463,-0.850763634,0.890199072,-0.787815468,0.616095222,0.980648159,0.943845042,-0.101498953,0.912317422,0.790522821,-0.915323546,0.492343361,-0.0944219769,0.0279474264,0.348178303,0.465302665,0.404497111,0.755980458,0.126626788,0.932191897,0.6107115,0.830858646,0.994468594,0.96257481,0.988303435,-0.142320652,1,0.997400455,0.997448842,0.660318608,0.644245569,-0.912369663,-0.943666172,0.709127069,-0.0417515176,0.557210722,-0.178001299,-0.762387123,-0.48588868,0.37195038,0.975542535,0.776959481,-0.509507494,0.261830458,-0.722528667,0.777502546,0.949927872,0.877745896,0.887080979,-0.0930607636,0.882841368,-0.773400649,0.453935866,0.774290343,0.741948041,0.39672839,0.531038745,-0.0286860121,0.183523828,0.996902713,0.93813776,0.632484197,-0.253742045,-0.0157565591,0.942755041,0.00210696696,-0.596598394,0.460388671,0.775094733,0.593182356,0.779809752,0.471216852,0.0525099525,0.935573184,0.891631063,0.891750516,0.894199615,0.769125115,0.410183094,-0.332218134,0.94401209,0.872868646,0.964979694,-0.457979738,0.912932203,0.912565161,-0.228544277,-0.985223052,0.300606914,0.719564141,0.613112799,0.460610631,0.543007807,0.90985138,0.734652406,-0.00380248139,-0.972028589,-0.00198587523,0.846020785,0.845530921,-0.0631220815,0.727545893,-0.47414551,0.885441234,-0.629952761,0.217961666,-0.570461826,-0.869151637,-0.0104582363,-0.943289945
Temporal association areas,0.530503273,-0.0264920458,0.476738181,-0.355805898,0.673753655,0.900990344,0.97605885,0.799019253,0.731420377,0.441224024,-0.749064459,0.667135705,0.80778667,0.448171715,-0.881908781,0.908018211,-0.799234706,0.59692808,0.98675361,0.96441628,-0.172286784,0.934661537,0.818498774,-0.922392898,0.516754026,-0.0573514255,0.0617165061,0.414213538,0.511707954,0.440864456,0.797931671,0.0550430053,0.942342317,0.665958303,0.792573719,0.997244448,0.969710246,0.994445416,-0.111725646,0.997400455,1,0.994407745,0.622214498,0.691790038,-0.892549317,-0.963709944,0.72748436,-0.02061289,0.615255779,-0.228644359,-0.80379812,-0.542308706,0.309372553,0.981813021,0.810402944,-0.505969112,0.197452099,-0.701493287,0.81958105,0.966363257,0.909567656,0.917869699,-0.0254737444,0.904530949,-0.762568341,0.462276827,0.745969168,0.788326168,0.448563103,0.579329471,-0.0802482902,0.115098137,0.998415617,0.960628257,0.670932862,-0.225869553,0.0559527705,0.964076091,0.0103091778,-0.539506708,0.488139462,0.813432335,0.648803932,0.769776756,0.519853064,0.103866648,0.951689713,0.91325338,0.915710571,0.903967722,0.809535824,0.473794103,-0.273981615,0.956751543,0.905760519,0.944118528,-0.444449462,0.926507652,0.936634161,-0.211914183,-0.979842858,0.364036633,0.767732094,0.667257232,0.511134396,0.52027104,0.931371816,0.693805992,0.0581374027,-0.953521626,-0.038441451,0.856224591,0.862014102,0.000440988294,0.763140085,-0.494490645,0.860534455,-0.681350087,0.285197672,-0.548976757,-0.884926001,0.0332571171,-0.934366043
posteromedial visual area,0.46074238,-0.00626065774,0.464429009,-0.367609088,0.60428191,0.912861021,0.993195801,0.801530749,0.683044749,0.344233912,-0.758070018,0.616904217,0.830024252,0.351734807,-0.863408189,0.911779089,-0.826377587,0.562775617,0.988393974,0.94542312,-0.104495556,0.923762647,0.754001214,-0.93925093,0.54533615,-0.158115447,-0.0377963238,0.332582524,0.418123861,0.346700495,0.73327538,0.126883862,0.906176373,0.599253411,0.849033368,0.986196315,0.942524843,0.97841942,-0.208323256,0.997448842,0.994407745,1,0.622245962,0.61388513,-0.935020597,-0.931519748,0.75158138,0.024492372,0.544356695,-0.124627143,-0.773544274,-0.504620074,0.35062077,0.959300952,0.743998184,-0.569550451,0.239116364,-0.76772204,0.761421545,0.933802913,0.867256198,0.885258075,-0.123050808,0.854954526,-0.727957683,0.38929201,0.811343723,0.736561925,0.351921368,0.490353368,-0.0737140694,0.208669353,0.990148912,0.934618981,0.58908878,-0.318770259,-0.0292007998,0.941767186,0.0720435925,-0.615766725,0.400420879,0.790443489,0.576982285,0.734699898,0.426815922,-0.00167392348,0.914393881,0.865415903,0.868153648,0.861360864,0.781216266,0.392063108,-0.372281676,0.958336523,0.867537456,0.968568859,-0.519909615,0.884843103,0.895119546,-0.296743609,-0.994810968,0.270122518,0.713593569,0.595324274,0.492103026,0.599347658,0.887719674,0.706964797,0.0272154321,-0.976427071,0.0625042228,0.806908014,0.808568381,-0.101932822,0.690646951,-0.412194372,0.860748566,-0.60613854,0.229975721,-0.625703289,-0.835044534,-0.0707500231,-0.96416921
Medial geniculate complex,0.75050276,0.757426849,0.977415502,0.498054621,0.0866657246,0.250563212,0.645057608,0.966814511,0.861761666,0.193789364,0.038635853,0.87043561,0.927340405,0.179006283,-0.189706221,0.246707158,-0.099615499,0.94625533,0.500949152,0.415190943,0.504289434,0.304884231,0.56098678,-0.326533073,-0.296302734,0.154479553,0.271788269,-0.169408496,0.300934129,0.423321831,0.324192959,0.626502734,0.703705584,0.044010121,0.667536515,0.660308708,0.699088651,0.643221195,0.192561468,0.660318608,0.622214498,0.622245962,1,0.271739006,-0.541261552,-0.526409654,-0.0329290701,-0.706097642,0.000231251143,-0.138559215,-0.067634372,0.278419816,0.878245519,0.684010826,0.482738,0.126039193,0.834581072,-0.256615072,0.284790474,0.589114543,0.382076539,0.328060687,-0.342565166,0.599064169,-0.918247461,0.722831769,0.408328571,0.1461034,0.198138951,0.276476319,0.730298343,0.442999332,0.659652483,0.436744641,0.436209651,0.136734736,-0.455605397,0.428810723,-0.608366009,-0.658918962,0.541166113,0.0663664046,0.0673213128,0.913479116,0.265750753,0.0615501887,0.622165658,0.591967431,0.553615704,0.736405745,0.0721989139,-0.0925854669,-0.340364045,0.375831626,0.33050799,0.730893435,0.095992317,0.681651566,0.517611097,0.263525824,-0.577628712,-0.0625282007,0.123034084,0.103450754,-0.348549837,0.0711840794,0.572135885,0.98601077,-0.720671689,-0.710854103,-0.225243039,0.75220878,0.686855455,-0.224129646,0.466336784,-0.622098685,0.933692761,-0.182103152,-0.475232646,-0.0871859098,-0.684635998,0.128932374,-0.490579521
Ventral tegmental area,0.712679274,-0.32153027,0.242466622,-0.314777908,0.971270638,0.580851032,0.51845938,0.402959738,0.706868454,0.943970535,-0.543235736,0.666175686,0.289077806,0.9491167,-0.778684339,0.640544539,-0.433276801,0.488122263,0.660621228,0.797423198,-0.693478744,0.745081902,0.948367282,-0.548245056,0.287508509,0.582203202,0.64241477,0.902058293,0.953761856,0.874320137,0.985514022,-0.566907104,0.828865248,0.956357737,0.109734405,0.717010698,0.792595651,0.75127035,0.503301534,0.644245569,0.691790038,0.61388513,0.271739006,1,-0.308821885,-0.858931085,0.425737521,-0.156332345,0.953400939,-0.833824426,-0.820978693,-0.739103714,-0.220054382,0.774831101,0.971795089,-0.0113848731,-0.301850319,-0.0643093527,0.968724289,0.849587483,0.914434309,0.869258572,0.696551617,0.910135227,-0.628645659,0.685891756,0.0716008143,0.932634895,0.946537768,0.982516244,-0.268173626,-0.621416784,0.699814813,0.835734516,0.972937192,0.400884727,0.704520482,0.815918272,-0.262676241,0.219039693,0.843380199,0.781177486,0.971207813,0.638477857,0.96441353,0.761954535,0.861744251,0.907198705,0.915792216,0.833512132,0.811811905,0.93294567,0.50380348,0.664892266,0.895975399,0.426102774,0.122061403,0.857310298,0.900660248,0.330870143,-0.550629002,0.91930443,0.937009672,0.978571735,0.607362626,-0.122707528,0.898460716,0.245365011,0.408703089,-0.448140006,-0.643676264,0.836237344,0.882413584,0.722390008,0.977947495,-0.794886564,0.474148194,-0.993871317,0.693999879,0.0880557658,-0.877657191,0.680991531,-0.436399837
Tuberal nucleus,-0.16830404,-0.025384725,-0.352018076,0.410625172,-0.336558105,-0.891104885,-0.965881423,-0.720678604,-0.444408147,0.00600709042,0.74888008,-0.375260062,-0.815085121,-0.00362929683,0.746244155,-0.863303573,0.867231617,-0.373911909,-0.916661158,-0.811487054,-0.102585143,-0.823142049,-0.472209874,0.92904321,-0.624953641,0.491892217,0.379483163,-0.0512715838,-0.0701277326,0.00517322059,-0.463315852,-0.329123851,-0.70357587,-0.343024353,-0.959169473,-0.86483546,-0.768035021,-0.84174105,0.527343451,-0.912369663,-0.892549317,-0.935020597,-0.541261552,-0.308821885,1,0.74918258,-0.792642466,-0.206635938,-0.279228487,-0.234487254,0.627956824,0.365272946,-0.427117234,-0.800156723,-0.460121043,0.756132078,-0.325093723,0.93423371,-0.513409838,-0.747135493,-0.661594463,-0.71343442,0.424534756,-0.615505807,0.529974446,-0.0913100704,-0.965457329,-0.517737328,-0.00221669105,-0.154934371,0.0826721193,-0.487442324,-0.877852435,-0.776918714,-0.264462994,0.616882262,0.289088765,-0.796359064,-0.30226212,0.804742482,-0.0614783404,-0.668155425,-0.303839621,-0.535028799,-0.081838448,0.35537267,-0.711463401,-0.631519842,-0.63686274,-0.638217151,-0.6414281,-0.10355927,0.662806398,-0.893982539,-0.677900051,-0.962824146,0.747238306,-0.666162154,-0.68416805,0.575231234,0.963399603,0.0537214566,-0.489211823,-0.319105533,-0.418786753,-0.826471607,-0.667473809,-0.665708179,0.0428475036,0.966072973,-0.405410122,-0.563650246,-0.554595672,0.426126208,-0.390190477,0.086800499,-0.770631094,0.314702541,-0.0565217791,0.842830748,0.591595821,0.418816693,0.987864305
