,Olfactory tubercle,Pons,Nucleus accumbens,Pons motor related,Subthalamic nucleus,Dorsal auditory area,Primary somatosensory area mouth,Perirhinal area,Lateral preoptic area,Central medial nucleus of the thalamus,Entorhinal area medial part,Medial septal nucleus,Ectorhinal area,Lateral hypothalamic area,Basolateral amygdalar nucleus,Anteroventral preoptic nucleus,Central amygdalar nucleus,Agranular insular area,Diagonal band nucleus,Supplemental somatosensory area,Piriform area,Ventral auditory area,Orbital area lateral part,Intercalated amygdalar nucleus,Primary auditory area,Substantia innominata,Lateral septal complex,Posterior hypothalamic nucleus,Anterior hypothalamic nucleus,Bed nuclei of the stria terminalis,Orbital area ventrolateral part,Gustatory areas,Taenia tecta,Zona incerta,Subiculum,Dorsal peduncular area,Primary visual area,Visceral area,Midbrain reticular nucleus,Infralimbic area,Temporal association areas,posteromedial visual area,Medial geniculate complex,Ventral tegmental area,Tuberal nucleus,Parasubthalamic nucleus,Retrochiasmatic area,Suprachiasmatic nucleus,Anteroventral periventricular nucleus,Culmen,Endopiriform nucleus,Entorhinal area lateral part,Lateral visual area,Anterolateral visual area,Caudoputamen,Pedunculopontine nucleus,Agranular insular area ventral part,Periaqueductal gray,Dorsal part of the lateral geniculate complex,Retrosplenial area dorsal part,Frontal pole cerebral cortex,Primary somatosensory area upper limb,Anterior amygdalar area,Field CA1,Medial habenula,Presubiculum,Subparaventricular zone,Anteroventral nucleus of thalamus,Piriform-amygdalar area,Ventral medial nucleus of the thalamus,Inferior colliculus,Claustrum,Primary motor area,Anterodorsal nucleus,Mediodorsal nucleus of thalamus,Fundus of striatum,Magnocellular nucleus,Medial preoptic area,Postsubiculum,Paraventricular nucleus of the thalamus,Anterior cingulate area dorsal part,Medial preoptic nucleus,Reticular nucleus of the thalamus,Prelimbic area,Dorsomedial nucleus of the hypothalamus,Cortical amygdalar area,Secondary motor area,Field CA3,Field CA2,Interpeduncular nucleus,Ventrolateral preoptic nucleus,Globus pallidus external segment,Periventricular zone,Orbital area medial part,Primary somatosensory area lower limb,Agranular insular area posterior part,Parasubiculum,Lateral posterior nucleus of the thalamus,Primary somatosensory area trunk,Substantia nigra compact part,Cortical amygdalar area posterior part,Ventromedial hypothalamic nucleus,Central lateral nucleus of the thalamus,Parataenial nucleus,Periventricular hypothalamic nucleus posterior part,Median preoptic nucleus,Dentate gyrus,Anterior cingulate area ventral part,Posterior amygdalar nucleus,Lateral amygdalar nucleus,Retrosplenial area ventral part,Posterior complex of the thalamus,Lateral dorsal nucleus of thalamus,Substantia nigra reticular part,Ventral anterior-lateral complex of the thalamus,Olivary pretectal nucleus,Paraventricular hypothalamic nucleus,Precommissural nucleus,Lateral habenula,Superior colliculus motor related,Medial pretectal area,Medial amygdalar nucleus,Superior colliculus sensory related
Orbital area ventrolateral part,0.0123535986,-0.253516756,-0.0549799536,-0.150919202,-0.158602728,-0.809756612,-0.0674214695,0.525783811,-0.66152214,0.499947467,-0.303362844,0.177757224,-0.0716299584,-0.602267109,-0.657867476,0.29897077,-0.950577424,0.409587765,0.031100301,-0.253530104,-0.144338161,-0.569964729,0.972307536,-0.534079299,-0.891915879,-0.780786601,0.0110747068,-0.00772851387,-0.69927595,-0.456273505,1,-0.0301705806,0.882948238,-0.295522371,-0.554528219,0.82241538,0.445798512,-0.053333882,-0.773079419,0.891073922,-0.338821485,0.604546162,-0.985102384,-0.230089177,-0.411119398,-0.514221597,-0.149113269,0.461396859,0.417221936,-0.424255936,0.194949189,-0.576825658,-0.780310879,-0.644785884,-0.130092168,-0.991177581,-0.0524219304,-0.542666738,0.680429566,0.00932900658,0.930521121,0.251523315,-0.550882881,-0.356552023,0.138118106,-0.51987509,0.327320505,0.102319805,-0.117223175,-0.100707435,-0.668400791,-0.238558615,0.574696646,0.240390307,0.164407928,-0.182612072,-0.466629353,-0.351109764,-0.583441647,0.271979075,-0.478460276,-0.313416834,0.157586979,0.510821771,0.0174443476,-0.733837876,0.745023614,-0.629739239,-0.400931693,0.472648432,0.0294824015,-0.168591971,0.437355322,0.37102869,0.531478121,-0.121764251,-0.859376048,-0.357791557,0.23299759,-0.673164902,-0.73587518,-0.575384105,-0.280344272,0.174743118,0.393549998,0.505943441,-0.506391226,0.0101604173,-0.852574647,-0.147040118,-0.299448019,-0.264752038,-0.135206356,-0.825229422,0.36333945,0.439515129,0.474853029,0.145187275,0.216876139,-0.851074213,0.0685288144,-0.807448473,-0.590505755
Gustatory areas,0.754173338,0.915171471,0.868697344,0.80031034,0.625779866,-0.212128145,0.448396178,-0.314286019,0.561281131,0.73639026,-0.407070917,0.760099179,0.457064659,0.638083126,-0.478640661,0.697473896,0.254116533,0.849878372,0.897114996,0.251484507,0.948691307,-0.543445675,-0.147951553,0.0572591112,-0.278826737,0.494763683,0.973392591,0.852705232,0.469097074,0.842450332,-0.0301705806,1,-0.21587153,0.55811439,0.62374904,-0.402129262,-0.820465923,0.520541155,0.449073726,-0.000755468311,0.0748100569,-0.508835959,0.154637821,0.769420866,0.7709749,0.744095766,0.858125096,0.843949431,0.878477674,0.512668761,0.137636867,-0.283647229,-0.158958771,-0.476526227,0.323058701,0.145667675,0.936736234,0.434329086,-0.23919862,-0.620438922,0.203628802,-0.358166776,0.782750959,-0.642838776,0.726805181,0.475749689,0.8241256,0.389367936,0.423984451,0.559758954,-0.681412471,0.95174917,-0.356344414,0.475825162,0.41728994,0.642203715,0.841565623,0.925124513,0.444086211,0.878375997,0.793770735,0.950424121,-0.0466444978,-0.202245038,0.955115606,0.424460467,-0.269790748,-0.579471032,-0.622610889,0.718832617,0.844980782,-0.493565121,0.795266455,0.653888285,-0.3240105,0.457423439,0.1870031,-0.00731675642,-0.496406662,0.361542264,0.369698396,0.654895254,0.389793831,0.920397744,0.886842688,0.801082659,-0.401824006,0.832228968,0.465730862,-0.150620436,0.834001985,0.118735218,-0.0609195153,0.333573681,0.147057737,0.813763586,0.808295083,0.806503887,0.424919752,0.270917499,0.581211294,-0.0851781187,0.56182578
Taenia tecta,0.0915028529,-0.395115176,-0.114472522,-0.452407889,0.0684347714,-0.5387518,-0.0582498584,0.841517621,-0.601918977,0.460403037,0.167336015,-0.0686577242,0.137698948,-0.493180133,-0.721646764,0.372111619,-0.937455558,0.228108839,0.0262104704,-0.114801283,-0.204567893,-0.139256095,0.802892654,-0.177290993,-0.866214872,-0.603518317,-0.271400826,-0.359070702,-0.767384879,-0.504966562,0.882948238,-0.21587153,1,-0.0696461448,-0.375176835,0.931108006,0.699869194,0.0125900402,-0.640133493,0.878905514,0.0841428766,0.804552877,-0.870953922,-0.326338252,-0.316335194,-0.783358058,-0.0794970306,0.341386692,0.275499135,-0.508085571,-0.0404727699,-0.12677932,-0.769933108,-0.710373865,0.150445468,-0.910653847,-0.207351439,-0.695931011,0.924710342,0.416861254,0.735055503,0.521825444,-0.508037745,0.0171566859,-0.30305677,-0.526655674,0.0173702529,0.251205009,0.0366864161,0.154306861,-0.528421689,-0.334900412,0.855936506,0.31530858,0.392607833,0.0388927948,-0.519949711,-0.401499892,-0.478994543,-0.0607732689,-0.631968199,-0.411020902,0.465078894,0.730004031,-0.246589897,-0.543532013,0.944732594,-0.327976901,-0.281343543,0.151179301,0.0885831853,0.310795483,0.0986845841,0.36978691,0.717076212,0.0184382432,-0.812990685,0.0400028411,0.563900441,-0.541043126,-0.549455687,-0.44442114,-0.0166154965,0.0718151743,0.133278711,0.393833966,-0.0525667697,-0.263987563,-0.720376081,-0.198023502,-0.397334296,0.141683639,0.231111532,-0.683643561,0.685079745,0.107465342,0.167155615,-0.231521746,0.198036728,-0.922579324,-0.388767735,-0.752536726,-0.786407614
Zona incerta,0.917166234,0.450671183,0.487116403,0.050567798,0.951900957,0.483617271,0.725951539,0.296957173,0.806999881,0.601296212,0.511231605,0.0202842583,0.513430922,0.897585374,-0.405004831,0.801048592,0.252934051,0.293244503,0.82647265,0.778437243,0.789481199,0.265149125,-0.509684706,0.83765783,-0.159894863,0.786444183,0.381748821,0.0635499118,0.149479306,0.788550175,-0.295522371,0.55811439,-0.0696461448,1,0.79164605,-0.345002789,-0.274889292,0.839980131,0.520907434,-0.239669098,0.836403389,0.0115259518,0.435161279,0.297161126,0.752918369,0.274923356,0.845967656,0.486615975,0.487329148,0.059354012,0.0477219824,0.544266854,-0.253241628,-0.531351848,0.940848593,0.313948855,0.426134038,-0.0733621953,0.219298716,0.268910475,-0.117125683,0.374123099,0.72104341,0.249778322,-0.110345873,0.170679396,0.0475001967,0.833964527,0.342347027,0.839887419,-0.234247233,0.745629095,0.225764313,0.769668432,0.879288705,0.894927109,0.563062279,0.71556212,0.357763109,0.271690565,0.330429941,0.706679998,0.68177471,-0.093924078,0.307365788,0.596736709,0.127396061,0.195600214,-0.0644424071,-0.0848175367,0.768525891,0.357975726,0.0116402822,0.333086577,0.220103189,0.89663969,0.125306876,0.825425431,0.298618223,0.353721233,0.512968665,0.711672672,0.973548124,0.70064687,0.367542848,0.515780395,0.360930643,0.0902651819,0.648475893,0.155416007,0.402433017,0.869046689,0.767764314,0.427750766,0.622153874,0.0529730247,0.077208606,-0.0388871378,0.63080513,0.0521170023,-0.309107976,0.290968556,0.0427863198
Subiculum,0.651083284,0.758234427,0.765499472,0.443283094,0.848471963,0.382056372,0.244600131,-0.12861478,0.706838546,0.33875629,0.315970439,0.381847855,0.787618972,0.83632927,-0.257304592,0.504084152,0.62852216,0.390402331,0.700347102,0.312223422,0.745977261,0.29990471,-0.691275814,0.604859024,0.158470712,0.928250114,0.46279085,0.338947946,0.68420367,0.766412453,-0.554528219,0.62374904,-0.375176835,0.79164605,1,-0.462284284,-0.575889719,0.390161612,0.91350481,-0.280494257,0.682959841,-0.504763463,0.62934969,0.735451065,0.973024377,0.474892839,0.872152187,0.386861078,0.404675877,0.637825108,-0.42193816,0.531828067,0.283082914,-0.197246028,0.562362008,0.614129414,0.6853453,0.512202649,-0.205747966,-0.0974643075,-0.480377752,-0.203779443,0.9563492,-0.0306565784,0.0181022583,0.733013262,0.253757072,0.330416286,0.738927097,0.855896092,-0.179781091,0.737936696,-0.238325014,0.262764716,0.481653291,0.898487091,0.879047969,0.863380331,0.852669988,0.181615468,0.735936912,0.786121284,0.154428596,0.0274126861,0.514193816,0.944634032,-0.317436404,0.0463782089,-0.3501849,0.101319314,0.797792592,0.245586629,0.128410222,0.508663475,-0.374723304,0.462928563,0.639584501,0.538114706,-0.208264728,0.84416257,0.910792143,0.990381174,0.660487861,0.530850377,0.24135192,0.313501838,0.453582162,0.451875693,0.900107369,-0.320422639,0.789605538,0.656387188,0.338450289,0.853632513,0.378233295,0.143411999,0.15929146,0.215000864,0.0845519129,0.537075802,-0.0691866887,0.19580576,0.547189903
Dorsal peduncular area,-0.229218553,-0.453725979,-0.174070491,-0.419802252,-0.161878121,-0.609895008,-0.414837212,0.696434259,-0.826761901,0.183142671,0.102729433,-0.0299639829,0.146812906,-0.717658842,-0.562733404,0.0649716045,-0.857590715,0.116696814,-0.247645681,-0.439443869,-0.452549974,-0.0645992798,0.813172934,-0.37229089,-0.688058899,-0.706305371,-0.4321841,-0.386461529,-0.63553191,-0.734885393,0.82241538,-0.402129262,0.931108006,-0.345002789,-0.462284284,1,0.73932768,-0.349429218,-0.599188259,0.907401363,-0.0700524135,0.67400104,-0.87185962,-0.286674208,-0.416442559,-0.858813764,-0.282915792,0.127589317,0.0619754412,-0.347792302,-0.280704286,-0.139696901,-0.500989143,-0.455658702,-0.152818497,-0.852355146,-0.283695275,-0.51340909,0.777255345,0.337747808,0.569674434,0.298574324,-0.6058004,-0.0292454456,-0.3596949,-0.378319326,-0.0244921266,-0.106801262,0.118997727,0.00119104366,-0.38915821,-0.566961348,0.706926808,-0.0503936125,0.0781384422,-0.141296723,-0.576692439,-0.558066315,-0.37159147,-0.267962506,-0.622845703,-0.602084271,0.185728985,0.846751158,-0.340062352,-0.522940268,0.802030743,-0.330122667,-0.313751532,0.13275463,-0.0995368116,0.315451864,0.0264480655,0.325696782,0.500172623,-0.331129847,-0.644515678,-0.162025218,0.402892766,-0.423912952,-0.490144601,-0.499432634,-0.308641412,-0.212924565,-0.0946445131,0.139316555,0.0196096437,-0.248705591,-0.759738148,-0.409260005,-0.402646478,-0.0476286174,-0.0160122648,-0.602064166,0.514931761,0.0168847437,0.0732049271,-0.248402567,-0.168272852,-0.777366869,-0.356267757,-0.829898717,-0.674056853
Primary visual area,-0.359144081,-0.894941912,-0.708034652,-0.91449813,-0.284602561,0.00461477191,-0.190601919,0.783094512,-0.590760658,-0.219072681,0.529066894,-0.693202744,-0.247175763,-0.588136879,-0.0658428142,-0.190961653,-0.67709317,-0.531839465,-0.542611628,-0.0531793031,-0.716731968,0.410020815,0.45155245,0.0489354678,-0.278856577,-0.576578812,-0.860188119,-0.891222132,-0.807017811,-0.783244894,0.445798512,-0.820465923,0.699869194,-0.274889292,-0.575889719,0.73932768,1,-0.197753584,-0.641359274,0.398710896,0.152555168,0.883364361,-0.5056891,-0.78993447,-0.673671037,-0.96539796,-0.582032677,-0.40824811,-0.470932111,-0.736067435,-0.0545487067,0.26392126,-0.37552688,-0.11128864,0.0368568023,-0.554964549,-0.816771473,-0.790722424,0.750015397,0.805470103,0.231507875,0.695825386,-0.785858877,0.609909406,-0.772154883,-0.693440484,-0.674889044,0.0323915991,-0.318657544,-0.22619166,0.236544413,-0.796645013,0.816891304,-0.0163320597,0.0727553549,-0.337961217,-0.878761167,-0.835937804,-0.601391101,-0.674584221,-0.95009547,-0.852722138,0.46492206,0.489566143,-0.864571015,-0.553841791,0.770987005,0.359673702,0.390750768,-0.544732113,-0.502533401,0.630343133,-0.604970054,-0.308424785,0.74000012,-0.136365967,-0.6042583,0.214018343,0.804068032,-0.565840111,-0.534869096,-0.659549519,-0.103029944,-0.554878852,-0.56309725,-0.327900882,0.347837578,-0.835365459,-0.651447933,0.119200427,-0.8508591,0.160064819,0.361825617,-0.591454101,0.366724822,-0.604339281,-0.564889529,-0.806127189,-0.0525224837,-0.734735008,-0.749007472,-0.23841902,-0.905585012
Visceral area,0.889771105,0.228549989,0.199985103,-0.058029563,0.696860577,0.372427688,0.978176597,0.305022211,0.75824676,0.662877821,0.270996343,-0.134112831,0.0363034454,0.755109293,-0.319724199,0.793886404,-0.0104606652,0.229338567,0.758020783,0.937665525,0.719691353,-0.0558798184,-0.24699261,0.668328287,-0.304401423,0.470383786,0.431817717,0.0686143651,-0.198189529,0.730250499,-0.053333882,0.520541155,0.0125900402,0.839980131,0.390161612,-0.349429218,-0.197753584,1,0.080953076,-0.253135686,0.530695178,0.228008849,0.218178611,-0.0370623433,0.392323153,0.301281133,0.614710272,0.497393861,0.504259594,-0.327834391,0.574267335,0.191220836,-0.563288423,-0.575981179,0.877402814,0.0581375799,0.235034109,-0.375327967,0.275238008,0.230239349,0.238619583,0.558548121,0.407856366,0.210829975,0.100461238,-0.269406145,0.0445100157,0.963009332,-0.156726172,0.481624172,-0.249492483,0.691857235,0.299602478,0.950789509,0.846562211,0.569003808,0.273372891,0.518806349,-0.13616937,0.492593285,0.0868819584,0.597942253,0.744078163,-0.391897476,0.253883599,0.133053218,0.243012936,0.141651328,0.152056912,-0.0523722769,0.537023797,0.0582604356,0.0983022101,0.0723339235,0.477448903,0.986945153,-0.261882472,0.654262078,0.398808872,-0.144432393,0.0280619147,0.304750019,0.87826726,0.747342329,0.532766818,0.59541735,-0.0527115893,-0.0392274724,0.30985606,0.575094131,0.0983594418,0.608903561,0.723317605,-0.0203578349,0.424791983,0.148066514,0.152765053,0.00536866961,0.943185685,-0.212790288,-0.130171277,0.36737787,-0.179744784
Midbrain reticular nucleus,0.312348801,0.707474508,0.6408783,0.505715129,0.56274037,0.448441488,-0.0244108304,-0.423074619,0.619806316,-0.0366941855,0.214475246,0.354385997,0.658325594,0.704338122,0.0882588345,0.117166638,0.857273618,0.178185312,0.399278474,0.0817114519,0.516785917,0.381281812,-0.821998548,0.457652021,0.50503317,0.904702212,0.337271163,0.344275571,0.887740538,0.631824079,-0.773079419,0.449073726,-0.640133493,0.520907434,0.91350481,-0.599188259,-0.641359274,0.080953076,1,-0.466660264,0.485239975,-0.733452002,0.79034914,0.741354167,0.858324373,0.551747602,0.631176815,0.0762058915,0.108395508,0.794364024,-0.536984432,0.516244412,0.647490096,0.203770676,0.24767049,0.827471326,0.579100426,0.749609544,-0.519519338,-0.224274585,-0.748035156,-0.456553169,0.895281026,-0.0349646635,0.0264585476,0.878558411,0.15913898,-0.0276856009,0.692093594,0.601544483,0.102464756,0.554749224,-0.52644371,-0.114615931,0.0989932901,0.648645799,0.853891892,0.737389162,0.94743741,0.00117882242,0.801302626,0.646014041,-0.170617153,-0.081587605,0.423105807,0.989745633,-0.620817586,0.153041415,-0.234787759,0.0068353168,0.530494061,0.163508446,0.00552910429,0.301038805,-0.659515164,0.156082264,0.896840787,0.337990341,-0.423716436,0.966462319,0.989362406,0.943478138,0.384981019,0.22623247,-0.010923676,-0.0292908722,0.488656278,0.450330419,0.954413183,-0.371477579,0.775799168,0.42043966,0.0795039213,0.990144432,0.037410899,0.00352517316,-0.0000604736269,0.207956732,-0.242048857,0.814285339,0.0371370631,0.32775294,0.752217677
Infralimbic area,-0.0084415447,-0.0707760394,0.197557768,-0.0312157594,0.00218243443,-0.831907887,-0.344759854,0.520478992,-0.719191346,0.467764309,-0.178453416,0.367252163,0.328467123,-0.574869775,-0.776754829,0.291841569,-0.803566781,0.516538032,0.0641372305,-0.477004686,-0.118992073,-0.378902322,0.856264206,-0.499588718,-0.835712672,-0.608696887,-0.0203860986,0.0228570464,-0.435184576,-0.472658641,0.891073922,-0.000755468311,0.878905514,-0.239669098,-0.280494257,0.907401363,0.398710896,-0.253135686,-0.466660264,1,-0.163870554,0.434274544,-0.904281148,0.0626085994,-0.151203669,-0.570000069,0.0119667666,0.487468906,0.435641698,-0.0910355545,-0.261334282,-0.370144104,-0.551024664,-0.633778095,-0.153529618,-0.865259642,0.122544973,-0.288072278,0.655669917,-0.00967952742,0.708480037,0.0548513932,-0.342040622,-0.40547556,0.00501390885,-0.158894902,0.393452642,-0.0622767348,0.312765513,0.165043554,-0.722877035,-0.231465919,0.518584213,0.0504922494,0.148241842,0.0460825486,-0.254671798,-0.223054299,-0.197772151,0.113720209,-0.290325271,-0.259560936,0.0504281363,0.821356642,0.0858157198,-0.410794067,0.678717258,-0.68012161,-0.654535989,0.525934301,0.212217791,0.0310387026,0.433715639,0.639160362,0.308247376,-0.272654188,-0.584668681,-0.308838598,0.110885177,-0.294900307,-0.388913923,-0.289415198,-0.287428051,0.128551536,0.287469251,0.46889868,-0.228211165,0.160231051,-0.655056792,-0.559542022,-0.0462089745,-0.125498684,-0.179214615,-0.513013084,0.522652484,0.425596678,0.47906918,0.160343429,-0.083297087,-0.675255466,-0.0307216625,-0.974973538,-0.415945354
Temporal association areas,0.596478365,0.0849523169,0.205293043,-0.337920138,0.813318344,0.621276611,0.394392543,0.54063233,0.52825974,0.263120053,0.878969659,-0.291042856,0.562345575,0.641924092,-0.288383248,0.518835382,0.186795379,-0.0719210386,0.444653454,0.592014853,0.359875622,0.705648906,-0.520246312,0.916365546,-0.0284180847,0.678413563,-0.145909295,-0.401266674,0.0285187571,0.379943872,-0.338821485,0.0748100569,0.0841428766,0.836403389,0.682959841,-0.0700524135,0.152555168,0.530695178,0.485239975,-0.163870554,1,0.230676357,0.409403036,0.0628020443,0.552010095,-0.174675009,0.559338632,0.104438979,0.0785739368,-0.043960796,-0.295498377,0.882649103,-0.0925488417,-0.353201258,0.863871509,0.303978271,0.0492381749,-0.203507269,0.404255127,0.652776325,-0.34323924,0.52369332,0.471110803,0.608473109,-0.619977353,0.116559988,-0.365582226,0.628382469,0.40291142,0.790948267,0.0618964447,0.292613887,0.45504305,0.496294508,0.757689522,0.779483374,0.263244611,0.342592319,0.35988264,-0.281803162,0.0109311338,0.274196831,0.744516002,0.223946029,-0.158557552,0.597757229,0.294889657,0.496575475,0.111745556,-0.456481215,0.500418473,0.80654738,-0.427333512,0.183431863,0.325544066,0.658350956,0.162771286,0.956813653,0.562332536,0.394169683,0.548578737,0.580313948,0.865566699,0.24621609,-0.139950125,0.125779717,0.789287821,-0.285015183,0.550369971,0.00417994329,0.117924389,0.993405042,0.875590431,0.446972884,0.737786119,-0.397163539,-0.353664209,-0.493480612,0.2989781,-0.029125909,-0.744691896,0.239845611,-0.196155352
posteromedial visual area,0.040496704,-0.755632308,-0.570941004,-0.849623721,-0.0334549846,-0.038718892,0.232686912,0.904271099,-0.357919468,0.187382867,0.466051318,-0.623691685,-0.265353301,-0.354345276,-0.315009383,0.21138883,-0.818907099,-0.283153455,-0.168394376,0.28366218,-0.370600469,0.169518578,0.529963915,0.168452975,-0.56741274,-0.513762172,-0.558884175,-0.736525583,-0.958093398,-0.489918433,0.604546162,-0.508835959,0.804552877,0.0115259518,-0.504763463,0.67400104,0.883364361,0.228008849,-0.733452002,0.434274544,0.230676357,1,-0.585280382,-0.776963283,-0.5518596,-0.816753948,-0.31528465,-0.0531161686,-0.112970332,-0.892670797,0.278354501,0.136186522,-0.745318003,-0.465571933,0.339402768,-0.695616951,-0.639095092,-0.974347487,0.903231864,0.776712836,0.532859212,0.888585564,-0.666902023,0.522276291,-0.567851787,-0.859981419,-0.488963644,0.440810797,-0.414316905,-0.0664633308,-0.0422846019,-0.468556349,0.948939902,0.430119645,0.425464719,-0.142127922,-0.778047098,-0.610072006,-0.748899371,-0.300817577,-0.909483598,-0.575582139,0.729780328,0.34367886,-0.642249089,-0.6323059,0.929185932,0.220145515,0.330346561,-0.380030607,-0.238867955,0.492218245,-0.374320782,-0.183552815,0.963556797,0.252845053,-0.848756073,0.342272444,0.905377668,-0.741699772,-0.659923416,-0.614854654,0.183920844,-0.139141144,-0.169454397,0.0712139808,0.121192525,-0.741867363,-0.658674579,0.341143434,-0.787865307,0.288813348,0.558057652,-0.74263079,0.537046494,-0.352919453,-0.311810389,-0.650913611,0.405543349,-0.925869884,-0.656899577,-0.227381233,-0.997741829
Medial geniculate complex,0.151683386,0.327945264,0.128130868,0.181512266,0.28557163,0.830860364,0.224762371,-0.486783765,0.780480271,-0.35670638,0.313082974,-0.151580456,0.100598516,0.726618475,0.571569213,-0.144249502,0.93984952,-0.322611645,0.12268941,0.39059827,0.291154287,0.520640812,-0.991347417,0.617608596,0.813258831,0.854111299,0.100342235,0.0618734055,0.680193339,0.591215141,-0.985102384,0.154637821,-0.870953922,0.435161279,0.62934969,-0.87185962,-0.5056891,0.218178611,0.79034914,-0.904281148,0.409403036,-0.585280382,1,0.260813108,0.497383735,0.582473111,0.276987734,-0.336348365,-0.290518415,0.396341369,-0.104694887,0.575532649,0.675210182,0.523660235,0.266358591,0.983282568,0.133758446,0.500785756,-0.637974844,-0.00946047492,-0.864768033,-0.186901766,0.636303145,0.343478132,-0.0832572675,0.495982738,-0.269710494,0.0544424328,0.116496631,0.196003839,0.581332519,0.379266051,-0.537680634,-0.0775532128,-0.020304671,0.292276514,0.538398273,0.464012305,0.575071865,-0.151219745,0.521269831,0.439303293,-0.0526399681,-0.562373055,0.0687323783,0.758131792,-0.707277132,0.60363832,0.378732896,-0.430598189,0.0912973108,0.147663155,-0.371352835,-0.3164957,-0.46968888,0.280023784,0.812771616,0.440340634,-0.198065836,0.657100293,0.742682448,0.639439119,0.416627147,-0.0180653774,-0.263540185,-0.368622029,0.46684732,0.0287925834,0.900300509,0.214173519,0.350616381,0.350216427,0.229633049,0.821048136,-0.286714572,-0.365580762,-0.399607276,-0.0986350662,-0.0588157114,0.815496828,-0.0550738404,0.833915655,0.581119591
Ventral tegmental area,0.358342249,0.951993781,0.949684967,0.884956122,0.480064439,-0.244848642,-0.157654442,-0.47889737,0.2861081,0.35093281,-0.336733495,0.888626574,0.748435664,0.420334255,-0.338615513,0.313730491,0.486728594,0.741047695,0.581282892,-0.257765977,0.660428301,-0.254745931,-0.271032009,-0.0925904199,0.0158316337,0.532729808,0.7220393,0.795731198,0.81803794,0.564898607,-0.230089177,0.769420866,-0.326338252,0.297161126,0.735451065,-0.286674208,-0.78993447,-0.0370623433,0.741354167,0.0626085994,0.0628020443,-0.776963283,0.260813108,1,0.841366325,0.606021419,0.725757327,0.564463305,0.593760299,0.926027427,-0.479998232,-0.0894813705,0.348747,-0.138567326,-0.0222737264,0.348679245,0.936694407,0.822027264,-0.434364447,-0.679520538,-0.202130432,-0.732326485,0.82356722,-0.669114093,0.513899406,0.905513178,0.762431886,-0.137748754,0.818767323,0.575289715,-0.499486096,0.671106699,-0.564027241,-0.0916205939,0.0437176831,0.600783294,0.919047063,0.823257696,0.855721258,0.473196928,0.924997931,0.752349499,-0.424483105,0.14044447,0.850754241,0.707655726,-0.493511955,-0.549615593,-0.789671839,0.670025288,0.735928155,-0.29636778,0.644332466,0.75239287,-0.729564036,-0.0421648448,0.608307645,-0.159242334,-0.739411633,0.787671343,0.714854746,0.808290176,0.0728946428,0.523253836,0.492763407,0.431209495,-0.0613049334,0.911195823,0.594759545,-0.667947602,0.98760778,0.0361546367,-0.339843979,0.682462049,0.063033496,0.634670175,0.637942606,0.742970173,-0.223060493,0.586829726,0.499539082,-0.243459435,0.810304331
Tuberal nucleus,0.701600729,0.874786097,0.888523106,0.598077137,0.845691741,0.181892543,0.244407032,-0.179173926,0.654044867,0.480645202,0.123942889,0.567652285,0.812472526,0.794952909,-0.383777272,0.588787178,0.545966173,0.586927444,0.796383071,0.240201465,0.838938333,0.0794809778,-0.549308983,0.449008886,0.0176718465,0.84863658,0.632002517,0.520192439,0.69035233,0.80138789,-0.411119398,0.7709749,-0.316335194,0.752918369,0.973024377,-0.416442559,-0.673671037,0.392323153,0.858324373,-0.151203669,0.552010095,-0.5518596,0.497383735,0.841366325,1,0.548634209,0.936155628,0.563101486,0.583684248,0.69555707,-0.372987425,0.332234102,0.192571286,-0.306118327,0.497651755,0.495007228,0.832278081,0.557060317,-0.212124901,-0.270020442,-0.31498927,-0.303474269,0.9749111,-0.246147216,0.211053354,0.757205558,0.467671936,0.321105598,0.773442534,0.858745572,-0.375385709,0.82695107,-0.283268423,0.296631945,0.478663456,0.903725042,0.940674269,0.937136745,0.838199718,0.373660415,0.816031293,0.871323726,0.0732919251,0.0492535666,0.689114398,0.878324088,-0.311252116,-0.178197814,-0.523884199,0.325152557,0.888638983,0.0687033618,0.353184324,0.650935085,-0.415482381,0.435708269,0.568006788,0.388902355,-0.33152389,0.801859365,0.842788965,0.978401827,0.589656896,0.664910684,0.435971149,0.481688601,0.258851835,0.626320793,0.823864651,-0.388148096,0.888777323,0.539437,0.210039832,0.778957081,0.369369713,0.367235531,0.382545675,0.416333654,0.123200899,0.49531326,0.109200797,0.0502611256,0.600582503
