Region,centrality_pos,centrality_neg,partition,pc_pos,pc_neg,wmdz_pos,wmdz_neg
Agranular insular area,14.926474856,14.926474856,3.0,0.0,0.470218462400656,-1.4560101025414471,0.16116459280507603
Agranular insular area posterior part,27.672339819,27.672339819,3.0,0.0,0.34513725768146764,-0.5113748252164523,0.16116459280507603
Agranular insular area ventral part,7.946040634999999,7.946040634999999,2.0,0.6657341351587772,0.4975653955018803,-1.0200624167724017,0.24129825820968823
Anterior amygdalar area,15.313660985,15.313660985,2.0,0.4838380867646229,0.0,-0.04436776044255184,0.9435313875005541
Anterior cingulate area dorsal part,28.450223575000003,28.450223575000003,3.0,0.25574052397095626,0.0,-0.7711196535133238,0.16116459280507603
Anterior cingulate area ventral part,11.559239055,11.559239055,3.0,0.2523955144234301,0.4284468796666847,-1.8324803984574514,0.16116459280507603
Anterior hypothalamic nucleus,36.554054022,36.554054022,3.0,0.2368387462074848,0.0,-0.22497811575936205,0.16116459280507603
Anterodorsal nucleus,44.976230637,44.976230637,3.0,0.0,0.0,0.7710697753746657,0.16116459280507603
Anterolateral visual area,44.416331879999994,44.416331879999994,3.0,0.0,0.0,0.7295739554261605,0.16116459280507603
Anteroventral nucleus of thalamus,47.25796553199999,47.25796553199999,3.0,0.0,0.0,0.9401761703959037,0.16116459280507603
Anteroventral periventricular nucleus,36.75365465899999,36.75365465899999,3.0,0.0818671352436241,0.0,0.04518835645515793,0.16116459280507603
Anteroventral preoptic nucleus,33.88868403899999,33.88868403899999,3.0,0.0,0.23202894776951188,-0.050662424508168616,0.16116459280507603
Basolateral amygdalar nucleus,8.071252904,8.071252904,1.0,0.0,0.0,1.2524163036766787,0.0
Bed nuclei of the stria terminalis,29.268004476,29.268004476,3.0,0.326013359127313,0.0,-0.8379057737684548,0.16116459280507603
Caudoputamen,51.632375112000005,51.632375112000005,3.0,0.0,0.0,1.26437712644964,0.16116459280507603
Central amygdalar nucleus,11.408853142,11.408853142,1.0,0.46934895135422616,0.08121034698676621,0.80864945111315,0.0
Central lateral nucleus of the thalamus,47.01687045200001,47.01687045200001,3.0,0.0,0.0,0.9223078720561201,0.16116459280507603
Central medial nucleus of the thalamus,33.168598800999995,33.168598800999995,3.0,0.32354366545867863,0.0,-0.6029709066945192,0.16116459280507603
Claustrum,4.182240435000001,4.182240435000001,1.0,0.46629885857917,0.49785977360369815,-1.2755938181538777,0.0
Cortical amygdalar area,20.288890563000002,20.288890563000002,2.0,0.4940943923904091,0.0,0.7382113536888502,0.9435313875005541
